計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2018/04/01,1,15,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,2,21,,,,1,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,3,17,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,4,15,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,5,15,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,6,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,7,15,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,8,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,9,17,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,10,15,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,11,16,,,,2,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,12,16,,,,2,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,13,17,,,,2,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,14,30,,,,2,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,15,25,,,,2,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,16,26,,,,3,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,17,27,,,,4,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,18,29,,,,5,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,19,36,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,20,38,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,21,39,,,,7,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,22,36,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,23,36,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,24,35,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,25,39,,,,7,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,26,38,,,,7,,,,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,27,36,,,,7,,,,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,28,33,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,29,39,,,,7,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,30,36,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,31,36,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,32,36,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,33,33,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,34,32,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,35,32,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,36,31,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,37,31,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,38,35,,,,6,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,39,29,,,,5,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,40,26,,,,3,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,41,23,,,,2,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,42,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,43,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,44,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,45,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,46,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,47,15,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,48,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,1,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,2,20,,,,1,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,3,17,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,4,15,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,5,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,6,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,7,15,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,8,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,9,18,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,10,15,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,11,17,,,,2,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,12,21,,,,2,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,13,26,,,,2,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,14,28,,,,2,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,15,26,,,,2,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,16,28,,,,5,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,17,29,,,,5,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,18,33,,,,5,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,19,39,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,20,41,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,21,40,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,22,38,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,23,40,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,24,41,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,25,43,,,,7,,,,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,26,44,,,,6,,,,12,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,27,41,,,,6,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,28,37,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,29,41,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,30,40,,,,6,,,,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,31,38,,,,6,,,,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,32,38,,,,6,,,,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,33,37,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,34,35,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,35,34,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,36,34,,,,6,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,37,33,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,38,36,,,,6,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,39,30,,,,5,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,40,27,,,,3,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,41,23,,,,2,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,42,18,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,43,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,44,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,45,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,46,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,47,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,48,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,1,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,2,21,,,,1,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,3,17,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,4,15,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,5,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,6,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,7,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,8,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,9,18,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,10,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,11,17,,,,2,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,12,17,,,,2,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,13,28,,,,2,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,14,31,,,,2,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,15,27,,,,2,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,16,25,,,,3,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,17,30,,,,3,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,18,33,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,19,40,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,20,40,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,21,39,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,22,37,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,23,39,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,24,40,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,25,42,,,,7,,,,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,26,42,,,,6,,,,12,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,27,39,,,,7,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,28,36,,,,7,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,29,42,,,,7,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,30,40,,,,7,,,,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,31,37,,,,6,,,,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,32,39,,,,6,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,33,36,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,34,36,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,35,35,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,36,35,,,,6,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,37,35,,,,6,,,,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,38,37,,,,6,,,,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,39,32,,,,5,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,40,27,,,,3,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,41,24,,,,2,,,,8,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,42,19,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,43,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,44,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,45,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,46,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,47,16,,,,1,,,,5,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/03,48,16,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/04,1,17,,,,1,,,,6,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/04,2,21,,,,1,,,,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/04,3,17,,,,1,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
