計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2019/04/01,1,29,,0,,,,,6,17,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,2,26,,0,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,3,25,,0,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,4,22,,0,,,,,6,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,5,21,,0,,,,,6,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,6,21,,0,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,7,20,,0,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,8,20,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,9,19,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,10,20,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,11,20,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,12,21,,0,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,13,30,,0,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,14,34,,6,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,15,35,,4,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,16,47,,3,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,17,54,,3,,,,,6,21,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,18,59,,3,,,,,9,16,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,19,78,,11,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,20,74,,9,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,21,72,,8,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,22,70,,8,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,23,69,,8,,,,,13,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,24,66,,7,,,,,13,19,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,25,69,,6,,,,,13,22,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,26,69,,7,,,,,13,24,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,27,68,,6,,,,,12,24,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,28,71,,6,,,,,13,22,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,29,66,,5,,,,,12,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,30,67,,5,,,,,13,22,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,31,63,,5,,,,,12,21,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,32,65,,5,,,,,13,21,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,33,63,,6,,,,,13,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,34,60,,6,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,35,60,,6,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,36,60,,6,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,37,64,,7,,,,,13,22,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,38,62,,7,,,,,13,21,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,39,65,,10,,,,,13,21,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,40,63,,10,,,,,13,19,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,41,66,,11,,,,,13,23,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,42,64,,11,,,,,13,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,43,59,,15,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,44,59,,15,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,45,54,,14,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,46,55,,14,,,,,10,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,47,52,,13,,,,,9,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,48,37,,0,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,1,29,,0,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,2,25,,0,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,3,25,,0,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,4,21,,0,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,5,21,,0,,,,,5,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,6,20,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,7,20,,0,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,8,20,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,9,19,,0,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,10,19,,0,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,11,20,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,12,20,,0,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,13,31,,1,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,14,33,,4,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,15,31,,3,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,16,44,,1,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,17,51,,2,,,,,6,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,18,55,,4,,,,,9,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,19,65,,3,,,,,13,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,20,65,,2,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,21,64,,1,,,,,13,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,22,64,,1,,,,,13,15,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,23,66,,6,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,24,77,,18,,,,,13,17,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,25,81,,17,,,,,13,22,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,26,73,,15,,,,,13,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,27,71,,14,,,,,12,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,28,79,,14,,,,,13,22,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,29,76,,13,,,,,12,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,30,77,,14,,,,,13,20,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,31,74,,14,,,,,12,19,,,,,,,,,,,,,,,,,,,,,,,
