計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2018/04/01,1,18,,0,,,,0,11,,,,,,,,,,,,,0,,,,,,,,,,,7
2018/04/01,2,18,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,7
2018/04/01,3,17,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,7
2018/04/01,4,17,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,6
2018/04/01,5,16,,0,,,,0,10,,,,,,,,,,,,,1,,,,,,,,,,,6
2018/04/01,6,16,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,6
2018/04/01,7,17,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,6
2018/04/01,8,16,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,6
2018/04/01,9,16,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,6
2018/04/01,10,16,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,5
2018/04/01,11,15,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,4
2018/04/01,12,15,,0,,,,0,10,,,,,,,,,,,,,0,,,,,,,,,,,5
2018/04/01,13,17,,0,,,,0,11,,,,,,,,,,,,,0,,,,,,,,,,,6
2018/04/01,14,18,,0,,,,0,13,,,,,,,,,,,,,0,,,,,,,,,,,5
2018/04/01,15,20,,0,,,,0,14,,,,,,,,,,,,,0,,,,,,,,,,,5
2018/04/01,16,21,,0,,,,0,14,,,,,,,,,,,,,1,,,,,,,,,,,6
2018/04/01,17,22,,0,,,,0,16,,,,,,,,,,,,,0,,,,,,,,,,,5
2018/04/01,18,24,,0,,,,0,16,,,,,,,,,,,,,0,,,,,,,,,,,8
2018/04/01,19,29,,0,,,,0,19,,,,,,,,,,,,,1,,,,,,,,,,,10
2018/04/01,20,33,,0,,,,0,19,,,,,,,,,,,,,0,,,,,,,,,,,13
2018/04/01,21,35,,0,,,,0,21,,,,,,,,,,,,,1,,,,,,,,,,,14
2018/04/01,22,35,,0,,,,0,21,,,,,,,,,,,,,0,,,,,,,,,,,14
2018/04/01,23,37,,0,,,,0,22,,,,,,,,,,,,,1,,,,,,,,,,,14
2018/04/01,24,36,,0,,,,0,22,,,,,,,,,,,,,1,,,,,,,,,,,13
2018/04/01,25,37,,0,,,,0,21,,,,,,,,,,,,,0,,,,,,,,,,,14
2018/04/01,26,38,,0,,,,0,21,,,,,,,,,,,,,1,,,,,,,,,,,15
2018/04/01,27,37,,0,,,,0,21,,,,,,,,,,,,,1,,,,,,,,,,,15
2018/04/01,28,38,,0,,,,0,21,,,,,,,,,,,,,1,,,,,,,,,,,16
2018/04/01,29,38,,0,,,,0,23,,,,,,,,,,,,,0,,,,,,,,,,,15
2018/04/01,30,36,,0,,,,0,20,,,,,,,,,,,,,0,,,,,,,,,,,15
2018/04/01,31,33,,0,,,,0,21,,,,,,,,,,,,,1,,,,,,,,,,,12
2018/04/01,32,31,,0,,,,0,19,,,,,,,,,,,,,1,,,,,,,,,,,12
2018/04/01,33,33,,0,,,,0,19,,,,,,,,,,,,,0,,,,,,,,,,,13
2018/04/01,34,33,,0,,,,0,20,,,,,,,,,,,,,0,,,,,,,,,,,12
2018/04/01,35,34,,0,,,,0,21,,,,,,,,,,,,,0,,,,,,,,,,,12
2018/04/01,36,34,,1,,,,0,21,,,,,,,,,,,,,2,,,,,,,,,,,11
2018/04/01,37,34,,0,,,,0,21,,,,,,,,,,,,,1,,,,,,,,,,,12
2018/04/01,38,34,,0,,,,0,20,,,,,,,,,,,,,1,,,,,,,,,,,13
2018/04/01,39,32,,0,,,,0,20,,,,,,,,,,,,,0,,,,,,,,,,,12
2018/04/01,40,32,,0,,,,0,19,,,,,,,,,,,,,1,,,,,,,,,,,12
