計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2019/04/01,1,54,,,,1,,,,26,27,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,2,52,,,,1,,,,27,24,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,3,39,,,,1,,,,20,18,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,4,30,,,,1,,,,19,10,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,5,18,,,,1,,,,11,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,6,21,,,,1,,,,14,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,7,17,,,,1,,,,10,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,8,22,,,,1,,,,15,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,9,18,,,,1,,,,10,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,10,22,,,,1,,,,15,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,11,27,,,,1,,,,10,16,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,12,31,,,,1,,,,15,15,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,13,37,,,,1,,,,19,17,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,14,49,,,,1,,,,17,31,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,15,58,,,,2,,,,14,42,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,16,62,,,,2,,,,22,38,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,17,60,,,,2,,,,18,40,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,18,71,,,,2,,,,24,45,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,19,65,,,,2,,,,19,44,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,20,81,,,,3,,,,27,51,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,21,74,,,,3,,,,23,48,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,22,79,,,,3,,,,27,49,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,23,72,,,,3,,,,24,45,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,24,83,,,,3,,,,29,51,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,25,82,,,,3,,,,28,51,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,26,86,,,,3,,,,31,52,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,27,77,,,,3,,,,23,51,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,28,76,,,,3,,,,28,45,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,29,73,,,,3,,,,23,47,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,30,81,,,,3,,,,27,51,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,31,72,,,,3,,,,24,45,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,32,79,,,,3,,,,27,49,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,33,78,,,,3,,,,23,52,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,34,84,,,,3,,,,26,55,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,35,77,,,,3,,,,23,51,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,36,78,,,,3,,,,27,48,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,37,77,,,,3,,,,26,48,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,38,74,,,,3,,,,28,43,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,39,67,,,,3,,,,24,40,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,40,70,,,,3,,,,28,39,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,41,65,,,,3,,,,25,37,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,42,66,,,,3,,,,27,36,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,43,63,,,,2,,,,21,40,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,44,66,,,,2,,,,26,38,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,45,54,,,,1,,,,21,32,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,46,55,,,,1,,,,24,30,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,47,51,,,,1,,,,21,29,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,48,55,,,,1,,,,24,30,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,1,51,,,,1,,,,26,24,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,2,50,,,,1,,,,13,36,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,3,41,,,,1,,,,19,21,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,4,31,,,,1,,,,18,12,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,5,18,,,,1,,,,11,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,6,21,,,,1,,,,14,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,7,17,,,,1,,,,10,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,8,21,,,,1,,,,14,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,9,17,,,,1,,,,10,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,10,24,,,,1,,,,15,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,11,26,,,,1,,,,10,15,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,12,28,,,,1,,,,14,13,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,13,48,,,,1,,,,18,29,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,14,53,,,,2,,,,17,34,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,15,63,,,,2,,,,15,46,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,16,67,,,,2,,,,23,42,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,17,72,,,,2,,,,17,53,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,18,90,,,,2,,,,25,63,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,19,81,,,,2,,,,21,58,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,20,89,,,,3,,,,28,58,,,,,,,,,,,,,,,,,,,,,,
