計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2019/04/01,1,40,1,0,,1,,,,33,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,2,36,1,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,3,44,0,0,,1,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,4,36,0,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,5,42,0,0,,1,,,,34,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,6,36,0,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,7,35,0,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,8,35,1,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,9,38,1,0,,1,,,,30,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,10,35,1,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,11,38,1,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,12,43,1,0,,3,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,13,47,2,0,,5,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,14,45,2,0,,5,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,15,61,1,0,,5,,,,39,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,16,57,2,0,,8,,,,32,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,17,94,5,0,,10,,,,47,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,18,85,3,0,,10,,,,38,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,19,77,2,0,,11,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,20,75,2,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,21,77,2,0,,12,,,,38,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,22,74,2,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,23,71,2,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,24,69,2,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,25,69,2,0,,12,,,,40,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,26,68,1,0,,12,,,,40,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,27,82,3,0,,12,,,,45,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,28,73,4,0,,12,,,,39,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,29,71,4,0,,12,,,,41,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,30,68,4,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,31,69,5,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,32,70,5,0,,12,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,33,70,4,0,,12,,,,40,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,34,72,5,0,,13,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,35,69,4,0,,14,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,36,63,2,0,,14,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,37,63,2,0,,15,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,38,62,2,0,,15,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,39,72,1,0,,15,,,,47,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,40,63,1,0,,15,,,,38,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,41,73,1,0,,15,,,,49,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,42,63,1,0,,14,,,,39,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,43,48,1,0,,9,,,,32,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,44,38,1,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,45,38,0,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,46,35,1,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,47,35,0,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,48,35,0,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,1,39,0,0,,1,,,,31,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,2,36,1,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,3,44,1,0,,1,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,4,37,1,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,5,41,1,0,,1,,,,32,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,6,36,1,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,7,35,1,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,8,36,1,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,9,37,1,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,10,37,1,0,,2,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,11,48,1,0,,6,,,,26,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,12,68,5,0,,8,,,,26,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,13,62,6,0,,9,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,14,64,7,0,,9,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,15,73,5,0,,9,,,,38,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,16,65,5,0,,10,,,,31,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,17,83,5,0,,10,,,,45,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,18,75,4,0,,10,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,19,76,3,0,,10,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,20,78,3,0,,12,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,21,81,4,0,,12,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,22,77,3,0,,12,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,23,75,2,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,24,74,2,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,25,68,3,0,,12,,,,39,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,26,71,3,0,,12,,,,38,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,27,81,4,0,,12,,,,44,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,28,72,5,0,,12,,,,38,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,29,70,4,0,,12,,,,40,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,30,67,4,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,31,69,5,0,,12,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,32,67,4,0,,12,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,33,72,4,0,,12,,,,40,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,34,71,3,0,,13,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,35,70,4,0,,15,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,36,72,5,0,,15,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,37,70,5,0,,16,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,38,68,4,0,,16,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,39,77,3,0,,15,,,,48,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,40,66,3,0,,15,,,,39,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,41,75,3,0,,15,,,,48,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,42,62,1,0,,15,,,,39,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,43,49,1,0,,10,,,,31,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,44,37,1,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,45,37,0,0,,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,46,36,0,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,47,35,1,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,48,35,0,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,1,39,1,0,,1,,,,32,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,2,35,1,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,3,43,1,0,,1,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,4,36,1,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,5,39,1,0,,1,,,,32,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,6,36,1,0,,1,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,7,35,1,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,8,34,1,0,,1,,,,26,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,9,37,1,0,,1,,,,30,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,10,35,1,0,,1,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,11,38,1,0,,1,,,,26,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,12,43,1,0,,3,,,,26,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,13,47,2,0,,4,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,14,62,5,0,,5,,,,27,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,15,76,8,0,,9,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,16,65,7,0,,9,,,,30,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,17,80,6,0,,10,,,,43,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,18,80,4,0,,10,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,19,76,3,0,,10,,,,34,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,20,78,5,0,,13,,,,34,,,,,,,,,,,,,,,,,,,,,,,
2019/04/03,21,77,5,0,,13,,,,36,,,,,,,,,,,,,,,,,,,,,,,
