計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2023/04/01,1,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,2,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,3,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,4,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,5,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,6,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,7,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,8,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,9,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,10,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,11,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,12,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,13,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,14,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,15,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,16,6,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,17,12,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,18,38,1,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,19,81,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,20,81,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,21,66,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,22,81,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,23,81,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,24,58,1,,,3,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,25,18,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,26,36,1,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,27,54,1,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,28,75,4,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,29,83,5,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,30,78,6,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,31,63,5,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,32,71,5,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,33,60,5,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,34,60,6,,,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,35,33,0,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,36,31,0,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,37,31,0,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,38,27,0,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,39,4,0,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,40,3,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,41,4,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,42,4,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,43,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,44,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,45,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,46,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,47,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/01,48,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,1,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,2,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,3,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,4,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,5,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,6,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,7,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,8,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,9,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,10,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,11,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,12,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,13,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,14,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,15,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,16,8,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,17,31,1,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,18,45,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,19,44,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,20,37,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,21,32,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,22,36,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,23,32,1,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,24,13,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,25,13,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,26,22,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,27,43,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,28,58,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,29,61,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,30,48,1,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,31,19,1,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,32,22,1,,,1,,,,,5,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,33,18,1,,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,34,11,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,35,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,36,5,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,37,5,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,38,4,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,39,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,40,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,41,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,42,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,43,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,44,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,45,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,46,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,47,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/02,48,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,1,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,2,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,3,3,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,4,3,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,5,3,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,6,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,7,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,8,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,9,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,10,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,11,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,12,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,13,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,14,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,15,4,1,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,16,9,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,17,14,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,18,25,1,,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,19,55,1,,,4,,,,,8,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,20,63,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,21,69,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,22,55,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,23,50,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,24,38,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,25,23,1,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,26,40,1,,,3,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
2023/04/03,27,50,1,,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,0
