計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2022/04/01,1,25,,,,0,,0,5,14,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,2,23,,,,0,,0,5,11,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,3,26,,,,0,,0,5,15,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,4,24,,,,0,,0,5,12,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,5,24,,,,0,,0,5,12,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,6,23,,,,0,,0,5,11,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,7,23,,,,0,,0,5,11,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,8,22,,,,0,,0,5,10,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,9,22,,,,0,,0,5,11,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,10,21,,,,0,,0,5,9,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,11,22,,,,0,,0,5,10,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,12,23,,,,1,,0,6,10,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,13,36,,,,3,,0,7,17,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,14,42,,,,3,,0,10,12,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,15,68,,,,4,,0,5,23,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,16,65,,,,5,,0,10,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,17,71,,,,6,,0,8,18,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,18,76,,,,7,,0,10,18,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,19,74,,,,9,,0,8,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,20,78,,,,9,,0,10,15,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,21,73,,,,9,,0,8,17,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,22,76,,,,9,,0,10,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,23,72,,,,9,,0,8,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,24,74,,,,9,,0,10,15,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,25,70,,,,9,,0,8,17,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,26,66,,,,9,,0,10,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,27,60,,,,9,,0,8,17,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,28,60,,,,9,,0,10,15,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,29,60,,,,9,,0,8,14,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,30,59,,,,9,,0,10,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,31,58,,,,9,,0,8,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,32,60,,,,9,,0,10,15,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,33,58,,,,9,,0,8,17,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,34,60,,,,9,,0,10,15,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,35,56,,,,9,,0,8,15,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,36,56,,,,8,,0,11,14,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,37,55,,,,9,,0,8,18,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,38,56,,,,9,,0,11,16,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,39,59,,,,9,,0,8,25,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,40,53,,,,9,,0,11,18,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,41,49,,,,9,,0,9,18,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,42,51,,,,9,,0,11,18,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,43,29,,,,2,,0,6,13,0,,,,,,,,,,,,,,,,,,,,,,
2022/04/01,44,27,,,,0,,0,8,12,0,,,,,,,,,,,,,,,,,,,,,,
