計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2019/04/01,1,27,,0,,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,2,27,,0,,,,,13,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,3,27,,0,,,,,9,7,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,4,27,,0,,,,,11,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,5,29,,0,,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,6,26,,0,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,7,25,,0,,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,8,24,,0,,,,,11,7,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,9,28,,0,,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,10,24,,0,,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,11,26,,0,,,,,13,7,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,12,31,,0,,,,,16,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,13,34,,2,,,,,17,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,14,38,,3,,,,,17,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,15,42,,3,,,,,16,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,16,41,,3,,,,,17,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,17,45,,2,,,,,16,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,18,43,,4,,,,,18,12,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,19,42,,1,,,,,20,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,20,45,,1,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,21,48,,3,,,,,23,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,22,47,,2,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,23,46,,2,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,24,48,,2,,,,,24,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,25,50,,1,,,,,23,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,26,50,,1,,,,,23,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,27,52,,1,,,,,23,14,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,28,49,,1,,,,,23,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,29,53,,2,,,,,22,12,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,30,48,,1,,,,,23,13,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,31,46,,1,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,32,48,,2,,,,,24,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,33,53,,2,,,,,24,12,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,34,48,,2,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,35,49,,2,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,36,47,,0,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,37,45,,0,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,38,48,,0,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,39,49,,0,,,,,22,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,40,51,,0,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,41,55,,0,,,,,22,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,42,48,,0,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,43,32,,0,,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,44,27,,0,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,45,27,,0,,,,,12,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,46,27,,0,,,,,13,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,47,26,,0,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,48,26,,0,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,1,27,,0,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,2,27,,0,,,,,14,9,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,3,29,,0,,,,,9,7,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,4,27,,0,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,5,29,,0,,,,,11,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,6,26,,0,,,,,12,8,,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,7,26,,0,,,,,13,8,,,,,,,,,,,,,,,,,,,,,,,
