計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2021/04/01,1,122,,3,,0,,,,,115,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,2,135,,4,,0,,,,,127,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,3,162,,4,,0,,,,,154,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,4,162,,4,,0,,,,,154,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,5,128,,4,,0,,,,,121,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,6,161,,4,,0,,,,,153,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,7,206,,4,,0,,,,,196,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,8,215,,5,,0,,,,,204,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,9,155,,4,,0,,,,,146,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,10,126,,5,,0,,,,,117,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,11,63,,4,,0,,,,,58,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,12,85,,3,,0,,,,,78,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,13,168,,3,,0,,,,,160,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,14,218,,4,,0,,,,,207,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,15,216,,3,,0,,,,,206,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,16,176,,5,,0,,,,,165,,,,,,,,,,,,,,,,,,,,,,
