計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2018/04/01,1,28,,,,,,6,2,18,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,2,22,,,,,,6,2,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,3,27,,,,,,6,2,18,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,4,23,,,,,,7,2,14,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,5,31,,,,,,6,2,22,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,6,23,,,,,,6,2,14,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,7,24,,,,,,6,2,16,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,8,21,,,,,,6,2,12,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,9,22,,,,,,6,2,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,10,18,,,,,,6,2,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,11,26,,,,,,6,2,17,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,12,23,,,,,,6,2,15,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,13,26,,,,,,5,2,18,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,14,17,,,,,,4,2,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,15,23,,,,,,4,2,16,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,16,18,,,,,,4,2,12,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,17,23,,,,,,4,2,16,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,18,17,,,,,,4,2,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,19,22,,,,,,4,2,15,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,20,16,,,,,,4,3,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,21,35,,,,,,4,3,28,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,22,22,,,,,,4,2,14,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,23,20,,,,,,4,3,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,24,20,,,,,,4,2,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,25,25,,,,,,5,2,17,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,26,20,,,,,,5,3,12,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,27,29,,,,,,5,2,21,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,28,24,,,,,,5,3,16,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,29,25,,,,,,5,3,17,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,30,19,,,,,,5,3,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,31,27,,,,,,6,2,18,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,32,20,,,,,,7,2,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,33,31,,,,,,7,2,21,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,34,20,,,,,,7,2,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,35,26,,,,,,7,2,17,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,36,20,,,,,,7,2,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,37,38,,,,,,7,2,28,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,38,24,,,,,,6,2,15,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,39,30,,,,,,7,2,20,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,40,23,,,,,,6,2,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,41,24,,,,,,7,2,15,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,42,21,,,,,,6,2,12,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,43,24,,,,,,6,3,14,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,44,20,,,,,,6,2,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,45,25,,,,,,6,2,15,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,46,24,,,,,,7,2,14,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,47,22,,,,,,6,2,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/01,48,19,,,,,,6,2,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,1,26,,,,,,6,2,17,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,2,20,,,,,,6,2,11,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,3,23,,,,,,6,2,14,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,4,19,,,,,,6,2,10,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,5,30,,,,,,6,2,21,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,6,22,,,,,,6,2,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,7,21,,,,,,5,2,13,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,8,16,,,,,,4,2,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,9,19,,,,,,4,3,12,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,10,16,,,,,,4,3,9,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,11,23,,,,,,4,2,16,,0,,,,,,,,,,,,,,,,,,,,,
2018/04/02,12,17,,,,,,2,2,12,,0,,,,,,,,,,,,,,,,,,,,,
