計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2021/04/01,1,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,2,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,3,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,4,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,5,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,6,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,7,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,8,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,9,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,10,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,11,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,12,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,13,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,14,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,15,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,16,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,17,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,18,21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,19,27,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,20,29,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,21,28,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,22,28,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,23,29,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,24,28,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,25,29,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,26,28,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,27,49,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,28,43,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,29,42,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,30,42,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,31,41,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,32,35,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,33,34,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,34,33,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,35,32,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,36,31,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,37,28,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,38,29,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,39,27,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,40,20,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,41,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,42,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,43,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,44,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
