計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2019/04/01,1,32,,0,,3,,,,16,13,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,2,24,,0,,0,,,,19,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,3,24,,0,,0,,,,16,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,4,25,,0,,0,,,,19,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,5,25,,0,,0,,,,16,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,6,20,,0,,0,,,,14,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,7,20,,0,,0,,,,15,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,8,22,,0,,1,,,,15,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,9,23,,0,,1,,,,18,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,10,23,,0,,0,,,,17,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,11,22,,0,,1,,,,14,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,12,20,,1,,1,,,,15,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,13,22,,1,,1,,,,14,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,14,32,,8,,3,,,,15,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,15,40,,8,,4,,,,16,12,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,16,41,,7,,4,,,,21,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,17,45,,7,,4,,,,27,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,18,45,,7,,4,,,,22,12,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,19,45,,7,,5,,,,23,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,20,49,,6,,11,,,,24,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,21,49,,4,,11,,,,23,10,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,22,48,,6,,11,,,,24,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,23,48,,4,,11,,,,25,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,24,48,,4,,11,,,,24,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,25,48,,4,,11,,,,24,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,26,54,,5,,11,,,,29,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,27,54,,5,,11,,,,26,12,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,28,50,,5,,11,,,,28,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,29,50,,3,,11,,,,26,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,30,46,,3,,11,,,,23,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,31,45,,3,,11,,,,23,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,32,45,,3,,11,,,,23,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,33,50,,3,,11,,,,28,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,34,50,,3,,11,,,,25,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,35,46,,5,,11,,,,22,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,36,49,,5,,11,,,,25,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,37,54,,8,,14,,,,23,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,38,56,,8,,19,,,,22,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,39,56,,5,,19,,,,23,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,40,56,,4,,19,,,,25,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,41,62,,4,,19,,,,34,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,42,62,,5,,19,,,,27,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,43,56,,4,,19,,,,26,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,44,54,,3,,19,,,,22,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,45,49,,3,,19,,,,23,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,46,49,,3,,15,,,,16,15,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,47,37,,3,,11,,,,15,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,48,33,,0,,11,,,,16,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,1,30,,0,,11,,,,15,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,2,34,,0,,11,,,,19,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,3,34,,0,,11,,,,16,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,4,30,,0,,4,,,,19,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,5,26,,0,,0,,,,17,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,6,20,,0,,1,,,,15,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,7,20,,0,,1,,,,15,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,8,20,,0,,0,,,,14,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,9,23,,0,,0,,,,18,4,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,10,20,,0,,0,,,,16,3,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,11,20,,0,,0,,,,14,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,12,20,,0,,0,,,,15,5,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,13,22,,1,,2,,,,14,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,14,36,,10,,4,,,,15,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,15,41,,11,,4,,,,17,10,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,16,42,,8,,4,,,,21,10,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,17,44,,7,,4,,,,27,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,18,42,,8,,4,,,,21,10,,,,,,,,,,,,,,,,,,,,,,
