計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2017/04/01,1,23,,1,,,,0,9,13,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,2,27,,1,,,,0,9,18,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,3,27,,2,,,,0,9,14,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,4,25,,1,,,,0,9,15,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,5,33,,2,,,,0,8,22,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,6,24,,2,,,,0,8,18,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,7,29,,2,,,,2,9,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,8,24,,1,,,,1,9,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,9,23,,1,,,,0,8,9,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,10,23,,2,,,,0,8,13,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,11,26,,3,,,,0,9,14,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,12,29,,2,,,,0,9,17,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,13,22,,2,,,,0,9,14,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,14,30,,2,,,,0,8,15,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,15,26,,2,,,,0,8,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,16,25,,1,,,,0,9,15,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,17,30,,1,,,,0,8,19,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,18,35,,1,,,,1,9,23,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,19,26,,1,,,,2,9,15,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,20,30,,1,,,,1,9,17,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,21,24,,1,,,,0,8,13,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,22,33,,1,,,,1,9,23,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,23,30,,1,,,,1,9,20,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,24,31,,1,,,,1,9,19,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,25,26,,3,,,,0,8,14,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,26,33,,2,,,,1,8,20,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,27,33,,3,,,,0,9,21,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,28,29,,2,,,,1,8,18,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,29,37,,1,,,,2,8,25,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,30,32,,1,,,,2,6,23,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,31,30,,1,,,,3,6,18,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,32,29,,1,,,,1,6,19,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,33,19,,1,,,,0,8,10,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,34,26,,1,,,,0,9,17,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,35,27,,1,,,,0,9,15,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,36,29,,1,,,,0,9,19,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,37,26,,1,,,,0,9,15,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,38,29,,2,,,,0,8,17,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,39,27,,2,,,,0,8,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,40,27,,3,,,,0,8,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,41,31,,3,,,,0,8,20,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,42,35,,3,,,,0,8,22,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,43,29,,3,,,,2,8,17,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,44,26,,3,,,,1,8,13,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,45,21,,3,,,,0,8,10,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,46,28,,2,,,,0,8,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,47,25,,3,,,,0,8,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/01,48,29,,2,,,,0,8,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,1,25,,3,,,,0,9,12,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,2,22,,2,,,,0,9,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,3,36,,3,,,,1,9,17,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,4,26,,2,,,,0,9,15,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,5,32,,3,,,,0,9,23,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,6,35,,3,,,,0,9,19,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,7,28,,3,,,,2,9,14,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,8,28,,2,,,,1,8,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,9,20,,2,,,,0,8,9,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,10,21,,2,,,,0,8,13,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,11,29,,3,,,,0,9,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,12,26,,2,,,,0,8,13,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,13,25,,3,,,,0,7,14,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,14,27,,1,,,,0,7,18,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,15,25,,3,,,,0,7,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,16,25,,2,,,,0,7,16,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,17,32,,1,,,,2,7,22,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,18,38,,1,,,,1,7,28,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,19,33,,1,,,,2,7,24,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,20,37,,1,,,,3,7,21,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,21,26,,1,,,,1,7,20,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,22,36,,1,,,,2,7,23,,0,,,,,,,,,,,,,,,,,,,,,
2017/04/02,23,35,,1,,,,1,7,25,,0,,,,,,,,,,,,,,,,,,,,,
