計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2019/04/01,1,18,,0,,0,,,,11,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,2,20,,1,,0,,,,11,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,3,20,,0,,0,,,,12,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,4,21,,1,,0,,,,10,10,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,5,17,,0,,0,,,,11,6,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,6,18,,0,,0,,,,9,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,7,18,,0,,0,,,,9,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,8,19,,0,,0,,,,11,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,9,22,,1,,0,,,,10,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,10,22,,0,,0,,,,9,13,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,11,23,,0,,0,,,,12,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,12,24,,0,,1,,,,12,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,13,23,,1,,2,,,,11,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,14,39,,0,,3,,,,13,23,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,15,40,,1,,3,,,,12,24,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,16,46,,6,,3,,,,14,23,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,17,57,,14,,3,,,,15,25,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,18,51,,13,,5,,,,16,17,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,19,59,,12,,4,,,,22,21,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,20,52,,5,,6,,,,21,20,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,21,45,,0,,4,,,,19,22,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,22,48,,0,,3,,,,21,24,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,23,57,,9,,5,,,,21,22,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,24,54,,7,,4,,,,24,19,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,25,52,,10,,4,,,,20,18,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,26,53,,7,,4,,,,21,21,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,27,53,,8,,4,,,,22,19,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,28,53,,8,,5,,,,22,18,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,29,52,,7,,4,,,,21,20,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,30,52,,7,,6,,,,20,19,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,31,52,,8,,3,,,,22,19,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,32,53,,8,,3,,,,21,21,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,33,53,,8,,7,,,,18,20,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,34,53,,6,,3,,,,22,22,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,35,50,,8,,3,,,,22,17,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,36,49,,7,,5,,,,22,15,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,37,50,,8,,4,,,,20,18,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,38,49,,8,,5,,,,21,15,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,39,48,,7,,7,,,,21,13,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,40,50,,8,,4,,,,22,16,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,41,43,,3,,6,,,,21,13,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,42,39,,0,,6,,,,21,12,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,43,29,,1,,5,,,,14,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,44,18,,0,,1,,,,10,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,45,19,,0,,0,,,,12,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,46,20,,0,,0,,,,11,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,47,23,,0,,0,,,,13,10,,,,,,,,,,,,,,,,,,,,,,
2019/04/01,48,20,,1,,0,,,,12,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,1,17,,0,,0,,,,10,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,2,20,,0,,0,,,,10,10,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,3,21,,0,,0,,,,13,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,4,20,,1,,0,,,,11,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,5,17,,0,,0,,,,9,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,6,19,,1,,0,,,,11,7,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,7,17,,0,,0,,,,9,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,8,19,,1,,0,,,,9,9,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,9,22,,0,,0,,,,9,13,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,10,21,,0,,0,,,,9,12,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,11,24,,1,,1,,,,14,8,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,12,24,,0,,1,,,,12,11,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,13,27,,0,,2,,,,12,13,,,,,,,,,,,,,,,,,,,,,,
2019/04/02,14,38,,1,,3,,,,12,22,,,,,,,,,,,,,,,,,,,,,,
