計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2012/10/01,01,3,,,0,,,
2012/10/01,02,4,,,0,,,
2012/10/01,03,4,,,0,,,
2012/10/01,04,3,,,0,,,
2012/10/01,05,4,,,0,,,
2012/10/01,06,4,,,0,,,
2012/10/01,07,8,,,0,,,
2012/10/01,08,12,,,3,,,
2012/10/01,09,19,,,9,,,
2012/10/01,10,25,,,15,,,
2012/10/01,11,27,,,17,,,
2012/10/01,12,25,,,15,,,
2012/10/01,13,25,,,15,,,
2012/10/01,14,23,,,15,,,
2012/10/01,15,22,,,13,,,
2012/10/01,16,20,,,11,,,
2012/10/01,17,22,,,12,,,
2012/10/01,18,21,,,11,,,
2012/10/01,19,19,,,9,,,
2012/10/01,20,19,,,10,,,
2012/10/01,21,6,,,1,,,
2012/10/01,22,4,,,0,,,
2012/10/01,23,3,,,0,,,
2012/10/01,24,4,,,0,,,
2012/10/02,01,4,,,0,,,
2012/10/02,02,3,,,0,,,
2012/10/02,03,4,,,0,,,
2012/10/02,04,4,,,0,,,
2012/10/02,05,4,,,0,,,
2012/10/02,06,4,,,0,,,
2012/10/02,07,7,,,0,,,
2012/10/02,08,13,,,5,,,
2012/10/02,09,17,,,7,,,
2012/10/02,10,15,,,7,,,
2012/10/02,11,13,,,7,,,
2012/10/02,12,15,,,9,,,
2012/10/02,13,16,,,10,,,
2012/10/02,14,13,,,7,,,
2012/10/02,15,16,,,7,,,
2012/10/02,16,18,,,8,,,
2012/10/02,17,19,,,8,,,
2012/10/02,18,18,,,7,,,
2012/10/02,19,18,,,8,,,
2012/10/02,20,17,,,6,,,
2012/10/02,21,9,,,2,,,
2012/10/02,22,4,,,0,,,
2012/10/02,23,3,,,0,,,
2012/10/02,24,3,,,0,,,
2012/10/03,01,4,,,0,,,
2012/10/03,02,4,,,0,,,
2012/10/03,03,3,,,0,,,
2012/10/03,04,3,,,0,,,
2012/10/03,05,4,,,0,,,
2012/10/03,06,3,,,0,,,
2012/10/03,07,7,,,0,,,
2012/10/03,08,10,,,4,,,
2012/10/03,09,17,,,6,,,
2012/10/03,10,18,,,8,,,
2012/10/03,11,18,,,7,,,
2012/10/03,12,18,,,8,,,
2012/10/03,13,16,,,7,,,
2012/10/03,14,16,,,7,,,
2012/10/03,15,15,,,7,,,
2012/10/03,16,14,,,6,,,
2012/10/03,17,15,,,6,,,
2012/10/03,18,15,,,6,,,
2012/10/03,19,14,,,5,,,
2012/10/03,20,13,,,5,,,
2012/10/03,21,6,,,1,,,
2012/10/03,22,3,,,0,,,
2012/10/03,23,3,,,0,,,
2012/10/03,24,3,,,0,,,
2012/10/04,01,3,,,0,,,
2012/10/04,02,3,,,0,,,
2012/10/04,03,3,,,0,,,
2012/10/04,04,3,,,0,,,
2012/10/04,05,3,,,0,,,
2012/10/04,06,3,,,0,,,
2012/10/04,07,6,,,0,,,
2012/10/04,08,9,,,3,,,
2012/10/04,09,16,,,5,,,
2012/10/04,10,19,,,8,,,
2012/10/04,11,24,,,13,,,
2012/10/04,12,20,,,10,,,
2012/10/04,13,19,,,9,,,
2012/10/04,14,19,,,10,,,
2012/10/04,15,16,,,8,,,
2012/10/04,16,18,,,9,,,
2012/10/04,17,17,,,8,,,
2012/10/04,18,16,,,8,,,
2012/10/04,19,13,,,5,,,
2012/10/04,20,12,,,5,,,
2012/10/04,21,5,,,0,,,
2012/10/04,22,5,,,0,,,
2012/10/04,23,5,,,0,,,
2012/10/04,24,4,,,0,,,
2012/10/05,01,4,,,0,,,
2012/10/05,02,4,,,0,,,
2012/10/05,03,4,,,0,,,
2012/10/05,04,4,,,0,,,
2012/10/05,05,4,,,0,,,
2012/10/05,06,4,,,0,,,
2012/10/05,07,7,,,0,,,
2012/10/05,08,13,,,5,,,
2012/10/05,09,17,,,7,,,
2012/10/05,10,20,,,9,,,
2012/10/05,11,22,,,11,,,
2012/10/05,12,23,,,13,,,
2012/10/05,13,23,,,13,,,
2012/10/05,14,20,,,11,,,
2012/10/05,15,19,,,10,,,
2012/10/05,16,20,,,10,,,
2012/10/05,17,20,,,11,,,
2012/10/05,18,20,,,10,,,
2012/10/05,19,18,,,8,,,
2012/10/05,20,16,,,7,,,
2012/10/05,21,10,,,3,,,
2012/10/05,22,4,,,0,,,
2012/10/05,23,4,,,0,,,
2012/10/05,24,3,,,0,,,
2012/10/06,01,3,,,0,,,
2012/10/06,02,4,,,0,,,
2012/10/06,03,3,,,0,,,
2012/10/06,04,4,,,0,,,
2012/10/06,05,3,,,0,,,
2012/10/06,06,4,,,0,,,
2012/10/06,07,4,,,0,,,
2012/10/06,08,4,,,0,,,
2012/10/06,09,4,,,0,,,
2012/10/06,10,4,,,0,,,
2012/10/06,11,5,,,0,,,
2012/10/06,12,11,,,6,,,
2012/10/06,13,11,,,6,,,
2012/10/06,14,11,,,6,,,
2012/10/06,15,11,,,6,,,
2012/10/06,16,9,,,4,,,
2012/10/06,17,11,,,6,,,
2012/10/06,18,6,,,1,,,
2012/10/06,19,5,,,0,,,
2012/10/06,20,4,,,0,,,
2012/10/06,21,3,,,0,,,
2012/10/06,22,4,,,0,,,
2012/10/06,23,3,,,0,,,
2012/10/06,24,3,,,0,,,
2012/10/07,01,3,,,0,,,
2012/10/07,02,3,,,0,,,
2012/10/07,03,3,,,0,,,
2012/10/07,04,3,,,0,,,
2012/10/07,05,3,,,0,,,
2012/10/07,06,3,,,0,,,
2012/10/07,07,5,,,0,,,
2012/10/07,08,6,,,1,,,
2012/10/07,09,6,,,2,,,
2012/10/07,10,7,,,3,,,
2012/10/07,11,7,,,3,,,
2012/10/07,12,8,,,4,,,
2012/10/07,13,9,,,5,,,
2012/10/07,14,6,,,2,,,
2012/10/07,15,3,,,0,,,
2012/10/07,16,3,,,0,,,
2012/10/07,17,3,,,0,,,
2012/10/07,18,4,,,0,,,
2012/10/07,19,3,,,0,,,
2012/10/07,20,4,,,0,,,
2012/10/07,21,4,,,0,,,
2012/10/07,22,4,,,0,,,
2012/10/07,23,4,,,0,,,
2012/10/07,24,3,,,0,,,
2012/10/08,01,3,,,0,,,
2012/10/08,02,4,,,0,,,
2012/10/08,03,3,,,0,,,
2012/10/08,04,4,,,0,,,
2012/10/08,05,3,,,0,,,
2012/10/08,06,3,,,0,,,
2012/10/08,07,6,,,0,,,
2012/10/08,08,7,,,1,,,
2012/10/08,09,5,,,1,,,
2012/10/08,10,5,,,1,,,
2012/10/08,11,8,,,5,,,
2012/10/08,12,6,,,3,,,
2012/10/08,13,9,,,6,,,
2012/10/08,14,9,,,5,,,
2012/10/08,15,8,,,4,,,
2012/10/08,16,9,,,6,,,
2012/10/08,17,5,,,2,,,
2012/10/08,18,5,,,1,,,
2012/10/08,19,5,,,1,,,
2012/10/08,20,5,,,1,,,
2012/10/08,21,4,,,0,,,
2012/10/08,22,3,,,0,,,
2012/10/08,23,4,,,0,,,
2012/10/08,24,3,,,0,,,
2012/10/09,01,3,,,0,,,
2012/10/09,02,3,,,0,,,
2012/10/09,03,3,,,0,,,
2012/10/09,04,3,,,0,,,
2012/10/09,05,3,,,0,,,
2012/10/09,06,3,,,0,,,
2012/10/09,07,7,,,0,,,
2012/10/09,08,9,,,1,,,
2012/10/09,09,13,,,2,,,
2012/10/09,10,14,,,2,,,
2012/10/09,11,15,,,4,,,
2012/10/09,12,13,,,3,,,
2012/10/09,13,14,,,4,,,
2012/10/09,14,14,,,4,,,
