計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/02/01,01,80,0,,,,,,,,
2013/02/01,02,80,0,,,,,,,,
2013/02/01,03,89,0,,,,,,,,
2013/02/01,04,71,0,,,,,,,,
2013/02/01,05,92,0,,,,,,,,
2013/02/01,06,83,0,,,,,,,,
2013/02/01,07,101,1,,,,,,,,
2013/02/01,08,105,1,,,,,,,,
2013/02/01,09,102,1,,,,,,,,
2013/02/01,10,97,2,,,,,,,,
2013/02/01,11,94,2,,,,,,,,
2013/02/01,12,92,2,,,,,,,,
2013/02/01,13,94,1,,,,,,,,
2013/02/01,14,82,1,,,,,,,,
2013/02/01,15,85,1,,,,,,,,
2013/02/01,16,84,1,,,,,,,,
2013/02/01,17,84,1,,,,,,,,
2013/02/01,18,87,1,,,,,,,,
2013/02/01,19,83,1,,,,,,,,
2013/02/01,20,70,0,,,,,,,,
2013/02/01,21,66,0,,,,,,,,
2013/02/01,22,62,0,,,,,,,,
2013/02/01,23,88,0,,,,,,,,
2013/02/01,24,86,0,,,,,,,,
2013/02/02,01,64,0,,,,,,,,
2013/02/02,02,79,0,,,,,,,,
2013/02/02,03,72,0,,,,,,,,
2013/02/02,04,66,0,,,,,,,,
2013/02/02,05,89,0,,,,,,,,
2013/02/02,06,73,0,,,,,,,,
2013/02/02,07,83,0,,,,,,,,
2013/02/02,08,100,0,,,,,,,,
2013/02/02,09,85,0,,,,,,,,
2013/02/02,10,79,0,,,,,,,,
2013/02/02,11,74,0,,,,,,,,
2013/02/02,12,72,0,,,,,,,,
2013/02/02,13,72,0,,,,,,,,
2013/02/02,14,67,0,,,,,,,,
2013/02/02,15,65,0,,,,,,,,
2013/02/02,16,64,0,,,,,,,,
2013/02/02,17,64,0,,,,,,,,
2013/02/02,18,63,0,,,,,,,,
2013/02/02,19,64,0,,,,,,,,
2013/02/02,20,58,0,,,,,,,,
2013/02/02,21,55,0,,,,,,,,
2013/02/02,22,51,0,,,,,,,,
2013/02/02,23,79,0,,,,,,,,
2013/02/02,24,65,0,,,,,,,,
2013/02/03,01,56,0,,,,,,,,
2013/02/03,02,69,0,,,,,,,,
2013/02/03,03,67,0,,,,,,,,
2013/02/03,04,62,0,,,,,,,,
2013/02/03,05,75,0,,,,,,,,
2013/02/03,06,80,0,,,,,,,,
2013/02/03,07,77,0,,,,,,,,
2013/02/03,08,96,0,,,,,,,,
2013/02/03,09,89,1,,,,,,,,
2013/02/03,10,86,3,,,,,,,,
2013/02/03,11,88,2,,,,,,,,
2013/02/03,12,84,2,,,,,,,,
2013/02/03,13,89,2,,,,,,,,
2013/02/03,14,80,0,,,,,,,,
2013/02/03,15,79,0,,,,,,,,
2013/02/03,16,79,0,,,,,,,,
2013/02/03,17,80,0,,,,,,,,
2013/02/03,18,85,0,,,,,,,,
2013/02/03,19,76,0,,,,,,,,
2013/02/03,20,68,0,,,,,,,,
2013/02/03,21,65,0,,,,,,,,
2013/02/03,22,64,0,,,,,,,,
2013/02/03,23,89,0,,,,,,,,
2013/02/03,24,80,0,,,,,,,,
2013/02/04,01,65,0,,,,,,,,
2013/02/04,02,81,0,,,,,,,,
2013/02/04,03,72,0,,,,,,,,
2013/02/04,04,66,0,,,,,,,,
2013/02/04,05,75,0,,,,,,,,
2013/02/04,06,87,0,,,,,,,,
2013/02/04,07,88,0,,,,,,,,
2013/02/04,08,98,0,,,,,,,,
2013/02/04,09,97,0,,,,,,,,
2013/02/04,10,91,0,,,,,,,,
2013/02/04,11,96,0,,,,,,,,
2013/02/04,12,92,0,,,,,,,,
2013/02/04,13,91,0,,,,,,,,
2013/02/04,14,84,1,,,,,,,,
2013/02/04,15,89,1,,,,,,,,
2013/02/04,16,84,1,,,,,,,,
2013/02/04,17,82,1,,,,,,,,
2013/02/04,18,81,1,,,,,,,,
2013/02/04,19,81,1,,,,,,,,
2013/02/04,20,69,1,,,,,,,,
2013/02/04,21,65,0,,,,,,,,
2013/02/04,22,62,0,,,,,,,,
2013/02/04,23,88,0,,,,,,,,
2013/02/04,24,81,0,,,,,,,,
2013/02/05,01,65,0,,,,,,,,
2013/02/05,02,80,0,,,,,,,,
2013/02/05,03,75,0,,,,,,,,
2013/02/05,04,66,0,,,,,,,,
2013/02/05,05,79,0,,,,,,,,
2013/02/05,06,89,0,,,,,,,,
2013/02/05,07,83,0,,,,,,,,
2013/02/05,08,88,0,,,,,,,,
2013/02/05,09,91,0,,,,,,,,
2013/02/05,10,88,0,,,,,,,,
2013/02/05,11,87,0,,,,,,,,
2013/02/05,12,85,0,,,,,,,,
2013/02/05,13,89,0,,,,,,,,
2013/02/05,14,85,0,,,,,,,,
2013/02/05,15,86,0,,,,,,,,
2013/02/05,16,86,0,,,,,,,,
2013/02/05,17,86,0,,,,,,,,
2013/02/05,18,87,0,,,,,,,,
2013/02/05,19,83,0,,,,,,,,
2013/02/05,20,74,0,,,,,,,,
2013/02/05,21,67,0,,,,,,,,
2013/02/05,22,64,0,,,,,,,,
2013/02/05,23,93,0,,,,,,,,
2013/02/05,24,91,0,,,,,,,,
2013/02/06,01,91,0,,,,,,,,
2013/02/06,02,90,0,,,,,,,,
2013/02/06,03,91,0,,,,,,,,
2013/02/06,04,81,0,,,,,,,,
2013/02/06,05,80,0,,,,,,,,
2013/02/06,06,94,0,,,,,,,,
2013/02/06,07,105,0,,,,,,,,
2013/02/06,08,90,0,,,,,,,,
2013/02/06,09,96,1,,,,,,,,
2013/02/06,10,92,2,,,,,,,,
2013/02/06,11,92,2,,,,,,,,
2013/02/06,12,93,1,,,,,,,,
2013/02/06,13,97,1,,,,,,,,
2013/02/06,14,92,1,,,,,,,,
2013/02/06,15,93,1,,,,,,,,
2013/02/06,16,87,1,,,,,,,,
2013/02/06,17,84,1,,,,,,,,
2013/02/06,18,85,1,,,,,,,,
2013/02/06,19,82,1,,,,,,,,
2013/02/06,20,70,0,,,,,,,,
2013/02/06,21,64,0,,,,,,,,
