計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/01,01,30,0,0,10,0,0,0
2013/10/01,02,10,0,0,10,10,0,0
2013/10/01,03,20,0,0,10,10,0,0
2013/10/01,04,20,0,0,10,0,0,0
2013/10/01,05,80,0,0,70,10,0,0
2013/10/01,06,130,0,0,90,20,0,0
2013/10/01,07,170,0,0,120,30,0,0
2013/10/01,08,190,0,0,150,40,0,0
2013/10/01,09,240,0,0,190,50,0,0
2013/10/01,10,270,0,0,180,90,0,0
2013/10/01,11,270,0,0,180,70,0,0
2013/10/01,12,300,0,0,210,80,0,0
2013/10/01,13,290,0,0,190,90,0,0
2013/10/01,14,260,0,0,190,60,0,0
2013/10/01,15,250,0,0,200,70,0,0
2013/10/01,16,190,0,0,120,40,0,0
2013/10/01,17,140,0,0,100,40,0,0
2013/10/01,18,120,0,0,70,30,0,0
2013/10/01,19,120,0,0,110,20,0,0
2013/10/01,20,120,0,0,90,20,0,0
2013/10/01,21,120,0,0,90,10,0,0
2013/10/01,22,110,0,0,90,20,0,0
2013/10/01,23,80,0,0,80,10,0,0
2013/10/01,24,40,0,0,30,0,0,0
2013/10/02,01,20,0,0,0,0,0,0
2013/10/02,02,20,0,0,10,10,0,0
2013/10/02,03,10,0,0,0,10,0,0
2013/10/02,04,20,0,0,20,0,0,0
2013/10/02,05,70,0,0,40,0,0,0
2013/10/02,06,70,0,0,50,20,0,0
2013/10/02,07,90,0,0,70,30,0,0
2013/10/02,08,90,0,0,50,20,0,0
2013/10/02,09,110,0,0,90,30,0,0
2013/10/02,10,130,0,0,100,10,0,0
2013/10/02,11,130,0,0,90,40,0,0
2013/10/02,12,120,0,0,90,20,0,0
2013/10/02,13,130,0,0,100,40,0,0
2013/10/02,14,120,0,0,80,10,0,0
2013/10/02,15,120,0,0,90,30,0,0
2013/10/02,16,130,0,0,90,30,0,0
2013/10/02,17,130,0,0,110,30,0,0
2013/10/02,18,110,0,0,90,20,0,0
2013/10/02,19,110,0,0,80,10,0,0
2013/10/02,20,110,0,0,90,10,0,0
2013/10/02,21,90,0,0,80,10,0,0
2013/10/02,22,90,0,0,80,10,0,0
2013/10/02,23,80,0,0,60,10,0,0
2013/10/02,24,50,0,0,30,10,0,0
2013/10/03,01,10,0,0,10,0,0,0
2013/10/03,02,20,0,0,20,0,0,0
2013/10/03,03,20,0,0,0,10,0,0
2013/10/03,04,20,0,0,10,0,0,0
2013/10/03,05,20,0,0,0,10,0,0
2013/10/03,06,40,0,0,30,20,0,0
2013/10/03,07,50,0,0,10,10,0,0
2013/10/03,08,90,0,0,70,30,0,0
2013/10/03,09,160,0,0,110,40,0,0
2013/10/03,10,170,0,0,160,20,0,0
2013/10/03,11,180,0,0,120,40,0,0
2013/10/03,12,170,0,0,150,20,0,0
2013/10/03,13,170,0,0,130,30,0,0
2013/10/03,14,180,0,0,120,40,0,0
2013/10/03,15,150,0,0,140,20,0,0
2013/10/03,16,120,0,0,70,40,0,0
2013/10/03,17,60,0,0,40,20,0,0
2013/10/03,18,50,0,0,30,20,0,0
2013/10/03,19,50,0,0,20,10,0,0
2013/10/03,20,50,0,0,30,10,0,0
2013/10/03,21,30,0,0,30,20,0,0
2013/10/03,22,30,0,0,10,10,0,0
2013/10/03,23,30,0,0,10,0,0,0
2013/10/03,24,10,0,0,0,0,0,0
2013/10/04,01,20,0,0,20,0,0,0
2013/10/04,02,20,0,0,0,10,0,0
2013/10/04,03,10,0,0,0,20,0,0
2013/10/04,04,20,0,0,20,0,0,0
2013/10/04,05,20,0,0,10,0,0,0
2013/10/04,06,20,0,0,0,10,0,0
2013/10/04,07,90,0,0,70,0,0,0
2013/10/04,08,120,0,0,90,40,0,0
2013/10/04,09,160,0,0,130,20,0,0
2013/10/04,10,170,0,0,130,30,0,0
2013/10/04,11,170,0,0,130,20,0,0
2013/10/04,12,160,0,0,130,30,0,0
2013/10/04,13,160,0,0,120,40,0,0
2013/10/04,14,150,0,0,120,30,0,0
2013/10/04,15,140,0,0,110,10,0,0
2013/10/04,16,120,0,0,100,40,0,0
2013/10/04,17,110,0,0,70,20,0,0
2013/10/04,18,110,0,0,90,10,0,0
2013/10/04,19,100,0,0,90,20,0,0
2013/10/04,20,100,0,0,90,10,0,0
2013/10/04,21,80,0,0,50,0,0,0
2013/10/04,22,80,0,0,70,10,0,0
2013/10/04,23,80,0,0,70,10,0,0
2013/10/04,24,30,0,0,20,10,0,0
2013/10/05,01,20,0,0,0,0,0,0
2013/10/05,02,10,0,0,20,0,0,0
2013/10/05,03,20,0,0,0,10,0,0
2013/10/05,04,10,0,0,0,0,0,0
2013/10/05,05,20,0,0,20,0,0,0
2013/10/05,06,30,0,0,0,30,0,0
2013/10/05,07,90,0,0,70,0,0,0
2013/10/05,08,120,0,0,90,20,0,0
2013/10/05,09,150,0,0,120,40,0,0
2013/10/05,10,160,0,0,140,10,0,0
2013/10/05,11,160,0,0,120,40,0,0
2013/10/05,12,160,0,0,120,30,0,0
2013/10/05,13,150,0,0,120,20,0,0
2013/10/05,14,150,0,0,110,20,0,0
2013/10/05,15,150,0,0,120,30,0,0
2013/10/05,16,130,0,0,100,20,0,0
2013/10/05,17,110,0,0,90,40,0,0
2013/10/05,18,110,0,0,70,10,0,0
2013/10/05,19,110,0,0,90,20,0,0
2013/10/05,20,100,0,0,90,0,0,0
2013/10/05,21,90,0,0,70,30,0,0
2013/10/05,22,90,0,0,70,10,0,0
2013/10/05,23,80,0,0,70,0,0,0
2013/10/05,24,30,0,0,30,0,0,0
2013/10/06,01,20,0,0,0,0,0,0
2013/10/06,02,10,0,0,0,10,0,0
2013/10/06,03,20,0,0,10,10,0,0
2013/10/06,04,10,0,0,0,0,0,0
2013/10/06,05,20,0,0,10,10,0,0
2013/10/06,06,20,0,0,0,10,0,0
2013/10/06,07,80,0,0,60,10,0,0
2013/10/06,08,100,0,0,60,30,0,0
2013/10/06,09,100,0,0,70,30,0,0
2013/10/06,10,100,0,0,70,30,0,0
2013/10/06,11,120,0,0,80,20,0,0
2013/10/06,12,120,0,0,90,40,0,0
2013/10/06,13,120,0,0,80,30,0,0
2013/10/06,14,130,0,0,80,40,0,0
2013/10/06,15,120,0,0,100,20,0,0
2013/10/06,16,120,0,0,80,40,0,0
2013/10/06,17,130,0,0,90,20,0,0
2013/10/06,18,90,0,0,60,30,0,0
2013/10/06,19,90,0,0,70,10,0,0
2013/10/06,20,80,0,0,70,0,0,0
2013/10/06,21,90,0,0,70,20,0,0
2013/10/06,22,80,0,0,60,10,0,0
2013/10/06,23,70,0,0,70,10,0,0
2013/10/06,24,50,0,0,30,0,0,0
2013/10/07,01,20,0,0,10,0,0,0
2013/10/07,02,20,0,0,10,0,0,0
2013/10/07,03,10,0,0,10,10,0,0
2013/10/07,04,20,0,0,10,10,0,0
2013/10/07,05,20,0,0,0,10,0,0
2013/10/07,06,20,0,0,10,10,0,0
2013/10/07,07,80,0,0,50,0,0,0
2013/10/07,08,90,0,0,70,40,0,0
2013/10/07,09,100,0,0,50,20,0,0
2013/10/07,10,150,0,0,120,30,0,0
2013/10/07,11,150,0,0,120,40,0,0
2013/10/07,12,150,0,0,110,20,0,0
2013/10/07,13,180,0,0,110,60,0,0
2013/10/07,14,220,0,0,100,110,0,0
2013/10/07,15,230,0,0,130,100,0,0
2013/10/07,16,220,0,0,130,90,0,0
2013/10/07,17,200,0,0,110,80,0,0
2013/10/07,18,200,0,0,100,70,0,0
2013/10/07,19,110,0,0,80,30,0,0
2013/10/07,20,80,0,0,80,10,0,0
2013/10/07,21,50,0,0,30,20,0,0
2013/10/07,22,30,0,0,10,10,0,0
2013/10/07,23,20,0,0,10,0,0,0
2013/10/07,24,20,0,0,0,10,0,0
2013/10/08,01,10,0,0,10,0,0,0
2013/10/08,02,20,0,0,0,10,0,0
2013/10/08,03,10,0,0,0,0,0,0
2013/10/08,04,20,0,0,10,10,0,0
2013/10/08,05,10,0,0,0,0,0,0
2013/10/08,06,20,0,0,0,10,0,0
2013/10/08,07,80,0,0,60,20,0,0
2013/10/08,08,100,0,0,70,30,0,0
