計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/04/01,01,9,4,4,1,0,0,
2013/04/01,02,8,3,4,2,0,0,
2013/04/01,03,8,3,4,1,0,0,
2013/04/01,04,7,3,4,1,0,0,
2013/04/01,05,8,2,4,2,0,0,
2013/04/01,06,8,3,4,2,0,0,
2013/04/01,07,17,4,12,1,0,0,
2013/04/01,08,18,5,12,1,0,0,
2013/04/01,09,21,6,14,0,0,0,
2013/04/01,10,29,5,23,1,0,0,
2013/04/01,11,37,8,28,1,0,0,
2013/04/01,12,38,9,28,1,0,0,
2013/04/01,13,37,8,28,1,0,0,
2013/04/01,14,37,8,28,1,0,0,
2013/04/01,15,36,8,28,0,0,0,
2013/04/01,16,49,19,28,1,0,0,
2013/04/01,17,62,32,30,1,0,0,
2013/04/01,18,59,28,31,0,0,0,
2013/04/01,19,60,29,32,1,0,0,
2013/04/01,20,62,31,30,1,0,0,
2013/04/01,21,58,28,30,0,0,0,
2013/04/01,22,56,26,30,0,0,0,
2013/04/01,23,13,6,7,1,0,0,
2013/04/01,24,10,4,4,2,0,0,
2013/04/02,01,7,3,4,1,0,0,
2013/04/02,02,8,2,4,2,0,0,
2013/04/02,03,8,2,4,2,0,0,
2013/04/02,04,8,3,4,1,0,0,
2013/04/02,05,9,4,4,1,0,0,
2013/04/02,06,9,3,5,1,0,0,
2013/04/02,07,22,3,18,1,0,0,
2013/04/02,08,24,5,18,1,0,0,
2013/04/02,09,25,7,18,0,0,0,
2013/04/02,10,30,6,23,2,0,0,
2013/04/02,11,39,10,29,1,0,0,
2013/04/02,12,38,8,29,1,0,0,
2013/04/02,13,37,8,29,1,0,0,
2013/04/02,14,37,8,28,1,0,0,
2013/04/02,15,39,9,28,1,0,0,
2013/04/02,16,36,8,28,0,0,0,
2013/04/02,17,39,8,30,1,0,0,
2013/04/02,18,40,9,30,1,0,0,
2013/04/02,19,38,8,30,0,0,0,
2013/04/02,20,38,8,30,1,0,0,
2013/04/02,21,40,9,30,2,0,0,
2013/04/02,22,37,8,29,0,0,0,
2013/04/02,23,16,5,10,1,0,0,
2013/04/02,24,10,5,4,1,0,0,
2013/04/03,01,8,2,4,2,0,0,
2013/04/03,02,7,2,4,1,0,0,
2013/04/03,03,9,4,4,1,0,0,
2013/04/03,04,8,2,4,2,0,0,
2013/04/03,05,8,2,4,2,0,0,
2013/04/03,06,7,2,4,1,0,0,
2013/04/03,07,10,3,7,1,0,0,
2013/04/03,08,17,6,10,1,0,0,
2013/04/03,09,21,5,15,2,0,0,
2013/04/03,10,29,7,22,2,0,0,
2013/04/03,11,36,8,28,0,0,0,
2013/04/03,12,54,25,28,1,0,0,
2013/04/03,13,68,38,28,2,0,0,
2013/04/03,14,62,33,29,1,0,0,
2013/04/03,15,57,28,28,0,0,0,
2013/04/03,16,60,31,29,0,0,0,
2013/04/03,17,61,31,30,1,0,0,
2013/04/03,18,44,15,29,1,0,0,
2013/04/03,19,39,8,30,1,0,0,
2013/04/03,20,40,9,30,1,0,0,
2013/04/03,21,38,8,30,0,0,0,
2013/04/03,22,40,9,30,1,0,0,
2013/04/03,23,12,4,8,0,0,0,
2013/04/03,24,10,4,4,2,0,0,
2013/04/04,01,8,3,4,1,0,0,
2013/04/04,02,10,5,4,1,0,0,
2013/04/04,03,8,2,4,1,0,0,
2013/04/04,04,8,3,4,1,0,0,
2013/04/04,05,8,2,4,1,0,0,
