計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/11/01,01,62,12,,,,,0
2013/11/01,02,51,12,,,,,3
2013/11/01,03,52,15,,,,,1
2013/11/01,04,57,11,,,,,8
2013/11/01,05,92,19,,,,,29
2013/11/01,06,77,16,,,,,16
2013/11/01,07,84,19,,,,,12
2013/11/01,08,122,14,,,,,43
2013/11/01,09,148,18,,,,,49
2013/11/01,10,137,15,,,,,28
2013/11/01,11,147,10,,,,,32
2013/11/01,12,154,13,,,,,39
2013/11/01,13,164,10,,,,,49
2013/11/01,14,168,9,,,,,57
2013/11/01,15,140,8,,,,,31
2013/11/01,16,129,7,,,,,31
2013/11/01,17,140,10,,,,,36
2013/11/01,18,115,5,,,,,13
2013/11/01,19,114,5,,,,,27
2013/11/01,20,95,8,,,,,9
2013/11/01,21,69,8,,,,,1
2013/11/01,22,49,7,,,,,2
2013/11/01,23,50,10,,,,,0
2013/11/01,24,60,16,,,,,2
2013/11/02,01,51,11,,,,,0
2013/11/02,02,54,15,,,,,3
2013/11/02,03,56,13,,,,,0
2013/11/02,04,52,13,,,,,2
2013/11/02,05,91,12,,,,,25
2013/11/02,06,80,18,,,,,21
2013/11/02,07,84,17,,,,,18
2013/11/02,08,118,20,,,,,33
2013/11/02,09,150,24,,,,,52
2013/11/02,10,126,23,,,,,25
2013/11/02,11,135,16,,,,,45
2013/11/02,12,146,13,,,,,54
2013/11/02,13,146,8,,,,,62
2013/11/02,14,128,12,,,,,45
2013/11/02,15,112,7,,,,,29
2013/11/02,16,117,10,,,,,21
2013/11/02,17,108,7,,,,,16
2013/11/02,18,102,9,,,,,20
2013/11/02,19,117,10,,,,,34
2013/11/02,20,82,6,,,,,11
2013/11/02,21,74,11,,,,,1
2013/11/02,22,49,6,,,,,2
2013/11/02,23,44,3,,,,,0
2013/11/02,24,53,7,,,,,2
2013/11/03,01,44,5,,,,,1
2013/11/03,02,51,12,,,,,2
2013/11/03,03,54,10,,,,,2
2013/11/03,04,68,13,,,,,13
2013/11/03,05,95,12,,,,,35
2013/11/03,06,71,17,,,,,14
2013/11/03,07,90,11,,,,,28
2013/11/03,08,120,17,,,,,40
2013/11/03,09,120,10,,,,,38
2013/11/03,10,96,9,,,,,14
2013/11/03,11,98,4,,,,,26
2013/11/03,12,101,4,,,,,24
2013/11/03,13,128,2,,,,,56
2013/11/03,14,109,2,,,,,35
2013/11/03,15,103,5,,,,,25
2013/11/03,16,95,6,,,,,21
2013/11/03,17,94,4,,,,,16
2013/11/03,18,102,5,,,,,22
2013/11/03,19,100,7,,,,,25
2013/11/03,20,82,7,,,,,9
2013/11/03,21,72,9,,,,,2
2013/11/03,22,50,6,,,,,0
2013/11/03,23,46,6,,,,,2
2013/11/03,24,49,7,,,,,0
2013/11/04,01,50,5,,,,,3
2013/11/04,02,44,7,,,,,1
2013/11/04,03,43,5,,,,,1
2013/11/04,04,45,7,,,,,2
2013/11/04,05,82,7,,,,,30
2013/11/04,06,77,6,,,,,24
2013/11/04,07,69,10,,,,,11
2013/11/04,08,112,8,,,,,36
2013/11/04,09,124,7,,,,,46
2013/11/04,10,120,12,,,,,36
2013/11/04,11,125,9,,,,,36
2013/11/04,12,132,11,,,,,30
2013/11/04,13,134,10,,,,,35
2013/11/04,14,135,8,,,,,35
2013/11/04,15,131,9,,,,,25
2013/11/04,16,121,14,,,,,13
2013/11/04,17,131,11,,,,,35
2013/11/04,18,119,14,,,,,17
2013/11/04,19,126,11,,,,,26
2013/11/04,20,92,15,,,,,9
2013/11/04,21,82,15,,,,,1
2013/11/04,22,49,8,,,,,3
2013/11/04,23,50,7,,,,,0
2013/11/04,24,55,6,,,,,2
2013/11/05,01,41,5,,,,,0
2013/11/05,02,44,6,,,,,2
2013/11/05,03,42,5,,,,,0
2013/11/05,04,51,7,,,,,3
2013/11/05,05,81,7,,,,,32
2013/11/05,06,88,9,,,,,29
2013/11/05,07,74,12,,,,,16
2013/11/05,08,118,14,,,,,35
2013/11/05,09,144,18,,,,,46
2013/11/05,10,157,20,,,,,39
2013/11/05,11,136,15,,,,,33
2013/11/05,12,127,18,,,,,22
2013/11/05,13,124,16,,,,,31
2013/11/05,14,149,13,,,,,53
2013/11/05,15,115,10,,,,,23
2013/11/05,16,108,8,,,,,24
2013/11/05,17,115,6,,,,,24
2013/11/05,18,118,9,,,,,28
2013/11/05,19,110,8,,,,,33
2013/11/05,20,82,10,,,,,5
2013/11/05,21,77,10,,,,,2
2013/11/05,22,54,16,,,,,0
2013/11/05,23,58,17,,,,,2
2013/11/05,24,65,18,,,,,3
2013/11/06,01,52,17,,,,,0
2013/11/06,02,60,22,,,,,2
2013/11/06,03,60,20,,,,,0
2013/11/06,04,64,23,,,,,2
2013/11/06,05,117,23,,,,,50
2013/11/06,06,77,23,,,,,13
2013/11/06,07,86,24,,,,,10
2013/11/06,08,127,21,,,,,38
2013/11/06,09,156,24,,,,,56
2013/11/06,10,156,25,,,,,37
2013/11/06,11,146,24,,,,,34
2013/11/06,12,131,21,,,,,18
2013/11/06,13,159,18,,,,,47
2013/11/06,14,165,14,,,,,49
2013/11/06,15,152,13,,,,,33
2013/11/06,16,139,16,,,,,24
2013/11/06,17,128,16,,,,,18
2013/11/06,18,149,12,,,,,47
2013/11/06,19,137,14,,,,,33
2013/11/06,20,96,11,,,,,8
2013/11/06,21,92,13,,,,,1
2013/11/06,22,60,11,,,,,3
2013/11/06,23,60,11,,,,,2
2013/11/06,24,49,9,,,,,2
2013/11/07,01,49,11,,,,,0
2013/11/07,02,54,9,,,,,3
2013/11/07,03,57,13,,,,,2
2013/11/07,04,54,11,,,,,2
2013/11/07,05,79,13,,,,,26
2013/11/07,06,85,13,,,,,23
2013/11/07,07,84,16,,,,,17
2013/11/07,08,122,18,,,,,34
2013/11/07,09,154,31,,,,,44
2013/11/07,10,162,42,,,,,33
2013/11/07,11,156,48,,,,,24
2013/11/07,12,142,43,,,,,12
2013/11/07,13,168,39,,,,,46
2013/11/07,14,159,37,,,,,38
2013/11/07,15,133,33,,,,,21
2013/11/07,16,131,30,,,,,19
2013/11/07,17,148,28,,,,,38
2013/11/07,18,128,28,,,,,19
2013/11/07,19,132,28,,,,,31
2013/11/07,20,99,28,,,,,9
2013/11/07,21,93,25,,,,,0
2013/11/07,22,68,27,,,,,3
2013/11/07,23,69,27,,,,,1
2013/11/07,24,81,26,,,,,1
2013/11/08,01,64,24,,,,,2
2013/11/08,02,60,23,,,,,0
2013/11/08,03,62,23,,,,,3
2013/11/08,04,69,26,,,,,1
2013/11/08,05,113,30,,,,,41
2013/11/08,06,99,30,,,,,15
2013/11/08,07,88,28,,,,,13
2013/11/08,08,140,21,,,,,52
2013/11/08,09,184,31,,,,,68
2013/11/08,10,165,32,,,,,35
2013/11/08,11,175,26,,,,,43
2013/11/08,12,157,23,,,,,28
2013/11/08,13,163,14,,,,,46
2013/11/08,14,141,14,,,,,31
2013/11/08,15,140,10,,,,,27
2013/11/08,16,132,15,,,,,20
2013/11/08,17,134,14,,,,,29
2013/11/08,18,135,14,,,,,22
2013/11/08,19,129,13,,,,,33
2013/11/08,20,102,22,,,,,6
2013/11/08,21,89,22,,,,,2
2013/11/08,22,66,23,,,,,0
2013/11/08,23,66,26,,,,,2
2013/11/08,24,74,27,,,,,1
2013/11/09,01,65,25,,,,,1
2013/11/09,02,71,25,,,,,3
2013/11/09,03,64,27,,,,,0
2013/11/09,04,74,26,,,,,2
2013/11/09,05,104,28,,,,,33
2013/11/09,06,99,36,,,,,15
2013/11/09,07,93,34,,,,,9
2013/11/09,08,126,30,,,,,23
2013/11/09,09,180,42,,,,,52
2013/11/09,10,161,39,,,,,30
2013/11/09,11,176,51,,,,,33
2013/11/09,12,185,46,,,,,46
2013/11/09,13,171,43,,,,,40
2013/11/09,14,204,43,,,,,72
2013/11/09,15,156,38,,,,,31
2013/11/09,16,133,37,,,,,20
2013/11/09,17,128,35,,,,,19
2013/11/09,18,152,34,,,,,43
2013/11/09,19,129,30,,,,,32
2013/11/09,20,98,28,,,,,5
2013/11/09,21,82,19,,,,,3
2013/11/09,22,66,25,,,,,3
2013/11/09,23,66,25,,,,,2
2013/11/09,24,62,22,,,,,3
2013/11/10,01,59,23,,,,,0
2013/11/10,02,63,26,,,,,2
2013/11/10,03,63,25,,,,,2
2013/11/10,04,70,29,,,,,0
2013/11/10,05,86,27,,,,,20
2013/11/10,06,98,38,,,,,11
2013/11/10,07,104,36,,,,,22
2013/11/10,08,138,37,,,,,36
2013/11/10,09,144,38,,,,,37
2013/11/10,10,138,36,,,,,28
2013/11/10,11,116,27,,,,,20
2013/11/10,12,144,30,,,,,38
2013/11/10,13,143,29,,,,,45
2013/11/10,14,153,29,,,,,49
2013/11/10,15,138,29,,,,,37
2013/11/10,16,109,27,,,,,16
2013/11/10,17,132,27,,,,,30
2013/11/10,18,135,30,,,,,37
2013/11/10,19,127,23,,,,,30
2013/11/10,20,93,20,,,,,7
2013/11/10,21,90,24,,,,,1
2013/11/10,22,68,25,,,,,2
2013/11/10,23,70,23,,,,,2
2013/11/10,24,64,25,,,,,0
2013/11/11,01,72,28,,,,,3
2013/11/11,02,74,27,,,,,0
2013/11/11,03,65,26,,,,,2
2013/11/11,04,71,31,,,,,4
2013/11/11,05,97,30,,,,,28
2013/11/11,06,107,38,,,,,19
2013/11/11,07,112,38,,,,,20
2013/11/11,08,182,67,,,,,36
2013/11/11,09,202,64,,,,,57
2013/11/11,10,190,51,,,,,40
2013/11/11,11,178,41,,,,,22
2013/11/11,12,177,43,,,,,25
2013/11/11,13,200,45,,,,,48
2013/11/11,14,205,47,,,,,46
2013/11/11,15,194,56,,,,,25
2013/11/11,16,182,40,,,,,29
2013/11/11,17,182,50,,,,,37
2013/11/11,18,155,46,,,,,16
2013/11/11,19,175,54,,,,,37
2013/11/11,20,132,37,,,,,9
2013/11/11,21,103,32,,,,,1
2013/11/11,22,81,36,,,,,3
2013/11/11,23,79,35,,,,,2
2013/11/11,24,73,26,,,,,2
2013/11/12,01,61,24,,,,,0
2013/11/12,02,71,24,,,,,3
2013/11/12,03,72,32,,,,,2
2013/11/12,04,78,34,,,,,0
2013/11/12,05,113,42,,,,,30
2013/11/12,06,122,50,,,,,20
2013/11/12,07,146,56,,,,,38
2013/11/12,08,155,56,,,,,28
2013/11/12,09,209,63,,,,,66
2013/11/12,10,198,65,,,,,47
2013/11/12,11,192,57,,,,,52
2013/11/12,12,163,45,,,,,35
2013/11/12,13,181,46,,,,,55
2013/11/12,14,169,43,,,,,49
2013/11/12,15,150,51,,,,,26
2013/11/12,16,145,43,,,,,26
2013/11/12,17,156,55,,,,,20
2013/11/12,18,156,47,,,,,30
2013/11/12,19,153,51,,,,,35
2013/11/12,20,120,43,,,,,6
2013/11/12,21,108,41,,,,,2
2013/11/12,22,78,35,,,,,0
2013/11/12,23,82,33,,,,,3
2013/11/12,24,75,36,,,,,2
2013/11/13,01,81,38,,,,,0
2013/11/13,02,80,40,,,,,2
2013/11/13,03,91,43,,,,,2
2013/11/13,04,85,46,,,,,3
2013/11/13,05,135,48,,,,,41
2013/11/13,06,123,57,,,,,20
2013/11/13,07,124,56,,,,,13
2013/11/13,08,169,49,,,,,54
2013/11/13,09,226,65,,,,,80
2013/11/13,10,191,59,,,,,47
2013/11/13,11,168,53,,,,,36
2013/11/13,12,164,53,,,,,24
2013/11/13,13,180,53,,,,,37
2013/11/13,14,196,46,,,,,45
2013/11/13,15,197,50,,,,,38
2013/11/13,16,181,54,,,,,22
2013/11/13,17,183,55,,,,,25
2013/11/13,18,177,60,,,,,26
2013/11/13,19,173,54,,,,,34
2013/11/13,20,135,40,,,,,7
2013/11/13,21,104,34,,,,,3
2013/11/13,22,78,27,,,,,3
2013/11/13,23,70,32,,,,,0
2013/11/13,24,83,30,,,,,2
2013/11/14,01,85,44,,,,,2
2013/11/14,02,89,45,,,,,3
2013/11/14,03,84,45,,,,,0
2013/11/14,04,100,52,,,,,3
2013/11/14,05,146,75,,,,,27
2013/11/14,06,144,88,,,,,9
2013/11/14,07,163,89,,,,,21
2013/11/14,08,215,90,,,,,45
2013/11/14,09,217,97,,,,,42
2013/11/14,10,213,89,,,,,40
2013/11/14,11,206,75,,,,,41
2013/11/14,12,202,76,,,,,40
2013/11/14,13,202,71,,,,,46
2013/11/14,14,195,63,,,,,47
2013/11/14,15,170,61,,,,,28
2013/11/14,16,157,63,,,,,18
2013/11/14,17,186,69,,,,,31
2013/11/14,18,163,62,,,,,20
2013/11/14,19,156,49,,,,,35
2013/11/14,20,108,38,,,,,6
2013/11/14,21,106,36,,,,,3
2013/11/14,22,64,24,,,,,1
2013/11/14,23,73,23,,,,,1
2013/11/14,24,71,25,,,,,3
2013/11/15,01,64,25,,,,,1
2013/11/15,02,61,23,,,,,1
2013/11/15,03,70,23,,,,,2
2013/11/15,04,69,26,,,,,4
2013/11/15,05,118,38,,,,,31
2013/11/15,06,131,75,,,,,13
2013/11/15,07,139,70,,,,,14
2013/11/15,08,185,65,,,,,51
2013/11/15,09,227,65,,,,,66
2013/11/15,10,220,75,,,,,45
2013/11/15,11,234,73,,,,,41
2013/11/15,12,219,75,,,,,26
2013/11/15,13,231,76,,,,,42
2013/11/15,14,219,72,,,,,37
2013/11/15,15,213,67,,,,,32
2013/11/15,16,186,67,,,,,16
2013/11/15,17,197,66,,,,,33
2013/11/15,18,165,58,,,,,20
2013/11/15,19,159,50,,,,,23
2013/11/15,20,124,35,,,,,7
2013/11/15,21,109,33,,,,,2
2013/11/15,22,87,35,,,,,1
2013/11/15,23,82,32,,,,,2
2013/11/15,24,79,39,,,,,2
2013/11/16,01,84,42,,,,,1
2013/11/16,02,81,39,,,,,2
2013/11/16,03,80,34,,,,,2
2013/11/16,04,76,35,,,,,2
2013/11/16,05,136,52,,,,,43
2013/11/16,06,136,52,,,,,35
2013/11/16,07,131,57,,,,,26
2013/11/16,08,180,56,,,,,53
2013/11/16,09,201,74,,,,,51
2013/11/16,10,192,69,,,,,49
2013/11/16,11,180,60,,,,,37
2013/11/16,12,182,45,,,,,56
2013/11/16,13,173,40,,,,,58
2013/11/16,14,159,34,,,,,51
2013/11/16,15,149,37,,,,,40
2013/11/16,16,143,32,,,,,18
2013/11/16,17,137,34,,,,,15
2013/11/16,18,161,41,,,,,40
2013/11/16,19,147,44,,,,,32
2013/11/16,20,113,35,,,,,7
2013/11/16,21,97,37,,,,,2
2013/11/16,22,82,35,,,,,0
2013/11/16,23,82,41,,,,,2
2013/11/16,24,90,38,,,,,2
2013/11/17,01,86,44,,,,,1
2013/11/17,02,82,41,,,,,2
2013/11/17,03,85,47,,,,,1
2013/11/17,04,90,44,,,,,1
2013/11/17,05,138,59,,,,,36
2013/11/17,06,154,60,,,,,45
2013/11/17,07,115,61,,,,,10
2013/11/17,08,163,61,,,,,29
2013/11/17,09,182,59,,,,,53
2013/11/17,10,165,51,,,,,43
2013/11/17,11,140,47,,,,,18
2013/11/17,12,133,44,,,,,19
2013/11/17,13,163,40,,,,,53
2013/11/17,14,137,34,,,,,30
2013/11/17,15,125,30,,,,,30
2013/11/17,16,114,28,,,,,15
2013/11/17,17,133,34,,,,,25
2013/11/17,18,151,39,,,,,40
2013/11/17,19,142,43,,,,,28
2013/11/17,20,108,34,,,,,5
2013/11/17,21,97,28,,,,,3
2013/11/17,22,85,40,,,,,1
2013/11/17,23,77,37,,,,,1
2013/11/17,24,85,38,,,,,2
2013/11/18,01,80,37,,,,,0
2013/11/18,02,86,42,,,,,2
2013/11/18,03,78,40,,,,,0
