計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/03/01,01,110,,,20,87,,,,,
2013/03/01,02,116,,,21,91,,,,,
2013/03/01,03,118,,,21,93,,,,,
2013/03/01,04,125,,,21,98,,,,,
2013/03/01,05,136,,,21,105,,,,,
2013/03/01,06,171,,,24,123,,,,,
2013/03/01,07,192,,,34,148,,,,,
2013/03/01,08,196,,,42,149,,,,,
2013/03/01,09,194,,,43,149,,,,,
2013/03/01,10,183,,,54,134,,,,,
2013/03/01,11,169,,,56,119,,,,,
2013/03/01,12,137,,,55,95,,,,,
2013/03/01,13,120,,,47,75,,,,,
2013/03/01,14,109,,,52,64,,,,,
2013/03/01,15,102,,,46,53,,,,,
2013/03/01,16,97,,,44,55,,,,,
2013/03/01,17,96,,,42,49,,,,,
2013/03/01,18,99,,,42,54,,,,,
2013/03/01,19,101,,,39,58,,,,,
2013/03/01,20,97,,,39,60,,,,,
2013/03/01,21,90,,,33,62,,,,,
2013/03/01,22,81,,,24,55,,,,,
2013/03/01,23,81,,,23,56,,,,,
2013/03/01,24,83,,,22,59,,,,,
2013/03/02,01,87,,,21,61,,,,,
2013/03/02,02,91,,,21,64,,,,,
2013/03/02,03,94,,,21,70,,,,,
2013/03/02,04,95,,,22,68,,,,,
2013/03/02,05,105,,,21,75,,,,,
2013/03/02,06,146,,,23,100,,,,,
2013/03/02,07,155,,,35,112,,,,,
2013/03/02,08,149,,,39,113,,,,,
2013/03/02,09,146,,,41,104,,,,,
2013/03/02,10,140,,,48,97,,,,,
2013/03/02,11,123,,,49,78,,,,,
2013/03/02,12,111,,,47,68,,,,,
2013/03/02,13,104,,,35,65,,,,,
2013/03/02,14,100,,,37,65,,,,,
2013/03/02,15,91,,,35,55,,,,,
2013/03/02,16,91,,,36,56,,,,,
2013/03/02,17,92,,,34,51,,,,,
2013/03/02,18,99,,,35,58,,,,,
2013/03/02,19,104,,,33,67,,,,,
2013/03/02,20,109,,,34,70,,,,,
2013/03/02,21,96,,,28,75,,,,,
2013/03/02,22,100,,,23,71,,,,,
2013/03/02,23,105,,,22,76,,,,,
2013/03/02,24,104,,,21,83,,,,,
2013/03/03,01,108,,,21,82,,,,,
2013/03/03,02,109,,,22,83,,,,,
2013/03/03,03,117,,,22,89,,,,,
2013/03/03,04,141,,,22,101,,,,,
2013/03/03,05,142,,,23,123,,,,,
2013/03/03,06,142,,,24,109,,,,,
2013/03/03,07,167,,,31,124,,,,,
2013/03/03,08,142,,,29,126,,,,,
2013/03/03,09,135,,,27,108,,,,,
2013/03/03,10,113,,,29,93,,,,,
2013/03/03,11,93,,,26,76,,,,,
2013/03/03,12,88,,,25,59,,,,,
2013/03/03,13,86,,,24,63,,,,,
2013/03/03,14,87,,,30,56,,,,,
2013/03/03,15,82,,,29,47,,,,,
2013/03/03,16,81,,,29,53,,,,,
2013/03/03,17,91,,,34,49,,,,,
2013/03/03,18,92,,,37,55,,,,,
2013/03/03,19,98,,,33,56,,,,,
2013/03/03,20,106,,,34,68,,,,,
2013/03/03,21,91,,,28,69,,,,,
2013/03/03,22,92,,,23,67,,,,,
2013/03/03,23,95,,,21,68,,,,,
2013/03/03,24,102,,,21,73,,,,,
2013/03/04,01,109,,,22,82,,,,,
