計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/11/01,01,4,0,,,,,
2013/11/01,02,4,0,,,,,
2013/11/01,03,5,0,,,,,
2013/11/01,04,8,0,,,,,
2013/11/01,05,7,0,,,,,
2013/11/01,06,5,0,,,,,
2013/11/01,07,5,0,,,,,
2013/11/01,08,8,0,,,,,
2013/11/01,09,21,0,,,,,
2013/11/01,10,22,0,,,,,
2013/11/01,11,23,0,,,,,
2013/11/01,12,23,0,,,,,
2013/11/01,13,9,0,,,,,
2013/11/01,14,7,0,,,,,
2013/11/01,15,16,0,,,,,
2013/11/01,16,23,0,,,,,
2013/11/01,17,23,0,,,,,
2013/11/01,18,21,0,,,,,
2013/11/01,19,3,0,,,,,
2013/11/01,20,2,0,,,,,
2013/11/01,21,2,0,,,,,
2013/11/01,22,2,0,,,,,
2013/11/01,23,2,0,,,,,
2013/11/01,24,2,0,,,,,
2013/11/02,01,2,0,,,,,
2013/11/02,02,2,0,,,,,
2013/11/02,03,2,0,,,,,
2013/11/02,04,2,0,,,,,
2013/11/02,05,2,0,,,,,
2013/11/02,06,2,0,,,,,
2013/11/02,07,2,0,,,,,
2013/11/02,08,2,0,,,,,
2013/11/02,09,2,0,,,,,
2013/11/02,10,2,0,,,,,
2013/11/02,11,3,0,,,,,
2013/11/02,12,3,0,,,,,
2013/11/02,13,3,0,,,,,
2013/11/02,14,2,0,,,,,
2013/11/02,15,2,0,,,,,
2013/11/02,16,2,0,,,,,
2013/11/02,17,2,0,,,,,
2013/11/02,18,2,0,,,,,
2013/11/02,19,2,0,,,,,
2013/11/02,20,2,0,,,,,
2013/11/02,21,2,0,,,,,
2013/11/02,22,2,0,,,,,
2013/11/02,23,2,0,,,,,
2013/11/02,24,2,0,,,,,
2013/11/03,01,2,0,,,,,
2013/11/03,02,2,0,,,,,
2013/11/03,03,2,0,,,,,
2013/11/03,04,2,0,,,,,
2013/11/03,05,2,0,,,,,
2013/11/03,06,2,0,,,,,
2013/11/03,07,2,0,,,,,
2013/11/03,08,2,0,,,,,
2013/11/03,09,2,0,,,,,
2013/11/03,10,2,0,,,,,
2013/11/03,11,2,0,,,,,
2013/11/03,12,2,0,,,,,
2013/11/03,13,2,0,,,,,
2013/11/03,14,2,0,,,,,
2013/11/03,15,2,0,,,,,
2013/11/03,16,2,0,,,,,
2013/11/03,17,2,0,,,,,
2013/11/03,18,2,0,,,,,
