計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2014/01/01,01,13,3,9,,,,,,
2014/01/01,02,14,3,9,,,,,,
2014/01/01,03,13,3,9,,,,,,
2014/01/01,04,14,3,10,,,,,,
2014/01/01,05,14,3,9,,,,,,
2014/01/01,06,15,3,10,,,,,,
2014/01/01,07,15,3,10,,,,,,
2014/01/01,08,15,3,11,,,,,,
2014/01/01,09,14,3,9,,,,,,
2014/01/01,10,15,3,10,,,,,,
2014/01/01,11,14,2,10,,,,,,
2014/01/01,12,13,2,9,,,,,,
2014/01/01,13,14,2,10,,,,,,
2014/01/01,14,14,2,9,,,,,,
2014/01/01,15,13,2,9,,,,,,
2014/01/01,16,13,2,9,,,,,,
2014/01/01,17,13,1,10,,,,,,
2014/01/01,18,11,1,7,,,,,,
2014/01/01,19,13,1,10,,,,,,
2014/01/01,20,13,2,9,,,,,,
2014/01/01,21,13,3,9,,,,,,
2014/01/01,22,14,3,9,,,,,,
2014/01/01,23,14,3,9,,,,,,
2014/01/01,24,14,3,10,,,,,,
2014/01/02,01,13,3,9,,,,,,
2014/01/02,02,13,3,8,,,,,,
2014/01/02,03,14,3,10,,,,,,
2014/01/02,04,14,3,9,,,,,,
2014/01/02,05,15,3,11,,,,,,
2014/01/02,06,16,3,12,,,,,,
2014/01/02,07,16,3,11,,,,,,
2014/01/02,08,22,7,14,,,,,,
2014/01/02,09,120,89,30,,,,,,
2014/01/02,10,106,60,45,,,,,,
2014/01/02,11,108,56,50,,,,,,
2014/01/02,12,98,46,50,,,,,,
2014/01/02,13,102,50,51,,,,,,
2014/01/02,14,86,36,49,,,,,,
2014/01/02,15,88,36,51,,,,,,
2014/01/02,16,82,30,51,,,,,,
2014/01/02,17,87,31,54,,,,,,
2014/01/02,18,88,29,58,,,,,,
2014/01/02,19,38,14,22,,,,,,
2014/01/02,20,11,2,7,,,,,,
2014/01/02,21,14,2,10,,,,,,
2014/01/02,22,13,2,9,,,,,,
2014/01/02,23,13,2,9,,,,,,
2014/01/02,24,15,3,10,,,,,,
2014/01/03,01,14,3,9,,,,,,
2014/01/03,02,14,3,9,,,,,,
2014/01/03,03,14,3,9,,,,,,
2014/01/03,04,15,3,10,,,,,,
2014/01/03,05,16,3,11,,,,,,
2014/01/03,06,15,3,11,,,,,,
2014/01/03,07,17,3,12,,,,,,
2014/01/03,08,25,10,14,,,,,,
2014/01/03,09,130,100,29,,,,,,
2014/01/03,10,116,73,42,,,,,,
2014/01/03,11,113,62,49,,,,,,
2014/01/03,12,104,52,50,,,,,,
2014/01/03,13,99,49,49,,,,,,
2014/01/03,14,93,43,49,,,,,,
2014/01/03,15,87,39,47,,,,,,
2014/01/03,16,91,41,49,,,,,,
2014/01/03,17,95,39,54,,,,,,
2014/01/03,18,99,41,57,,,,,,
2014/01/03,19,85,28,56,,,,,,
2014/01/03,20,80,25,54,,,,,,
2014/01/03,21,23,6,15,,,,,,
2014/01/03,22,14,2,10,,,,,,
2014/01/03,23,12,2,8,,,,,,
2014/01/03,24,13,3,9,,,,,,
2014/01/04,01,15,3,10,,,,,,
2014/01/04,02,13,3,8,,,,,,
2014/01/04,03,14,3,10,,,,,,
2014/01/04,04,14,3,9,,,,,,
2014/01/04,05,16,3,12,,,,,,
2014/01/04,06,15,3,11,,,,,,
2014/01/04,07,16,3,11,,,,,,
2014/01/04,08,20,7,12,,,,,,
2014/01/04,09,130,99,30,,,,,,
2014/01/04,10,112,69,41,,,,,,
2014/01/04,11,103,50,51,,,,,,
2014/01/04,12,88,36,50,,,,,,
2014/01/04,13,84,31,51,,,,,,
2014/01/04,14,71,20,50,,,,,,
2014/01/04,15,71,20,49,,,,,,
2014/01/04,16,72,19,51,,,,,,
2014/01/04,17,77,22,54,,,,,,
2014/01/04,18,93,33,58,,,,,,
2014/01/04,19,82,23,57,,,,,,
2014/01/04,20,69,14,53,,,,,,
2014/01/04,21,27,4,21,,,,,,
2014/01/04,22,13,2,9,,,,,,
2014/01/04,23,13,2,9,,,,,,
2014/01/04,24,13,3,9,,,,,,
2014/01/05,01,14,3,9,,,,,,
2014/01/05,02,14,3,9,,,,,,
2014/01/05,03,13,3,8,,,,,,
2014/01/05,04,15,3,10,,,,,,
2014/01/05,05,17,3,12,,,,,,
2014/01/05,06,15,3,11,,,,,,
2014/01/05,07,16,3,11,,,,,,
2014/01/05,08,18,3,13,,,,,,
2014/01/05,09,111,87,23,,,,,,
2014/01/05,10,113,66,45,,,,,,
2014/01/05,11,120,68,51,,,,,,
2014/01/05,12,104,51,52,,,,,,
2014/01/05,13,108,52,54,,,,,,
2014/01/05,14,100,48,51,,,,,,
2014/01/05,15,102,49,51,,,,,,
2014/01/05,16,104,51,52,,,,,,
2014/01/05,17,112,55,56,,,,,,
2014/01/05,18,117,56,59,,,,,,
2014/01/05,19,112,54,57,,,,,,
2014/01/05,20,88,30,57,,,,,,
2014/01/05,21,20,3,15,,,,,,
2014/01/05,22,12,2,9,,,,,,
2014/01/05,23,13,2,9,,,,,,
2014/01/05,24,13,2,9,,,,,,
2014/01/06,01,16,3,12,,,,,,
2014/01/06,02,15,3,10,,,,,,
2014/01/06,03,14,3,10,,,,,,
2014/01/06,04,14,3,9,,,,,,
2014/01/06,05,14,3,9,,,,,,
2014/01/06,06,16,3,11,,,,,,
2014/01/06,07,15,3,11,,,,,,
2014/01/06,08,16,3,12,,,,,,
2014/01/06,09,106,83,21,,,,,,
2014/01/06,10,115,71,43,,,,,,
2014/01/06,11,109,57,51,,,,,,
2014/01/06,12,99,47,50,,,,,,
2014/01/06,13,92,41,49,,,,,,
2014/01/06,14,100,49,50,,,,,,
2014/01/06,15,109,56,51,,,,,,
2014/01/06,16,118,66,51,,,,,,
2014/01/06,17,112,57,54,,,,,,
2014/01/06,18,110,50,58,,,,,,
2014/01/06,19,108,49,58,,,,,,
2014/01/06,20,80,25,54,,,,,,
2014/01/06,21,20,2,17,,,,,,
2014/01/06,22,13,2,9,,,,,,
2014/01/06,23,12,2,8,,,,,,
2014/01/06,24,14,3,10,,,,,,
2014/01/07,01,14,3,9,,,,,,
2014/01/07,02,15,3,10,,,,,,
2014/01/07,03,13,3,8,,,,,,
2014/01/07,04,15,3,10,,,,,,
2014/01/07,05,15,3,10,,,,,,
2014/01/07,06,15,3,11,,,,,,
2014/01/07,07,16,3,11,,,,,,
2014/01/07,08,28,3,24,,,,,,
2014/01/07,09,65,32,32,,,,,,
2014/01/07,10,143,97,45,,,,,,
2014/01/07,11,128,74,52,,,,,,
2014/01/07,12,122,67,54,,,,,,
2014/01/07,13,101,46,53,,,,,,
2014/01/07,14,94,42,52,,,,,,
2014/01/07,15,91,36,53,,,,,,
2014/01/07,16,89,36,51,,,,,,
2014/01/07,17,105,49,55,,,,,,
2014/01/07,18,106,47,58,,,,,,
2014/01/07,19,105,48,56,,,,,,
2014/01/07,20,81,26,54,,,,,,
2014/01/07,21,43,10,32,,,,,,
2014/01/07,22,13,2,9,,,,,,
2014/01/07,23,12,2,9,,,,,,
2014/01/07,24,13,2,9,,,,,,
2014/01/08,01,15,3,10,,,,,,
2014/01/08,02,14,3,9,,,,,,
2014/01/08,03,14,3,9,,,,,,
2014/01/08,04,15,3,10,,,,,,
2014/01/08,05,14,3,9,,,,,,
2014/01/08,06,15,3,10,,,,,,
2014/01/08,07,15,3,11,,,,,,
2014/01/08,08,33,11,20,,,,,,
2014/01/08,09,135,105,29,,,,,,
2014/01/08,10,116,73,42,,,,,,
2014/01/08,11,120,66,53,,,,,,
2014/01/08,12,93,42,50,,,,,,
2014/01/08,13,93,40,52,,,,,,
2014/01/08,14,87,37,49,,,,,,
2014/01/08,15,88,37,50,,,,,,
2014/01/08,16,83,33,49,,,,,,
2014/01/08,17,94,38,55,,,,,,
2014/01/08,18,103,43,58,,,,,,
2014/01/08,19,102,44,57,,,,,,
2014/01/08,20,86,27,57,,,,,,
2014/01/08,21,25,5,18,,,,,,
2014/01/08,22,13,2,9,,,,,,
2014/01/08,23,13,2,9,,,,,,
2014/01/08,24,13,2,9,,,,,,
2014/01/09,01,13,3,8,,,,,,
2014/01/09,02,15,3,10,,,,,,
2014/01/09,03,13,3,8,,,,,,
2014/01/09,04,15,3,10,,,,,,
2014/01/09,05,14,3,10,,,,,,
