計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/02/01,01,36,,,,,,,,,
2013/02/01,02,36,,,,,,,,,
2013/02/01,03,37,,,,,,,,,
2013/02/01,04,34,,,,,,,,,
2013/02/01,05,51,,,,,,,,,
2013/02/01,06,87,,,,,,,,,
2013/02/01,07,136,,,,,,,,,
2013/02/01,08,141,,,,,,,,,
2013/02/01,09,155,,,,,,,,,
2013/02/01,10,139,,,,,,,,,
2013/02/01,11,140,,,,,,,,,
2013/02/01,12,151,,,,,,,,,
2013/02/01,13,143,,,,,,,,,
2013/02/01,14,141,,,,,,,,,
2013/02/01,15,131,,,,,,,,,
2013/02/01,16,142,,,,,,,,,
2013/02/01,17,146,,,,,,,,,
2013/02/01,18,148,,,,,,,,,
2013/02/01,19,143,,,,,,,,,
2013/02/01,20,130,,,,,,,,,
2013/02/01,21,111,,,,,,,,,
2013/02/01,22,61,,,,,,,,,
2013/02/01,23,41,,,,,,,,,
2013/02/01,24,42,,,,,,,,,
2013/02/02,01,38,,,,,,,,,
2013/02/02,02,39,,,,,,,,,
2013/02/02,03,36,,,,,,,,,
2013/02/02,04,36,,,,,,,,,
2013/02/02,05,53,,,,,,,,,
2013/02/02,06,69,,,,,,,,,
2013/02/02,07,117,,,,,,,,,
2013/02/02,08,119,,,,,,,,,
2013/02/02,09,128,,,,,,,,,
2013/02/02,10,116,,,,,,,,,
2013/02/02,11,114,,,,,,,,,
2013/02/02,12,110,,,,,,,,,
2013/02/02,13,126,,,,,,,,,
2013/02/02,14,120,,,,,,,,,
2013/02/02,15,107,,,,,,,,,
2013/02/02,16,132,,,,,,,,,
2013/02/02,17,130,,,,,,,,,
2013/02/02,18,134,,,,,,,,,
2013/02/02,19,138,,,,,,,,,
2013/02/02,20,123,,,,,,,,,
2013/02/02,21,108,,,,,,,,,
2013/02/02,22,60,,,,,,,,,
2013/02/02,23,39,,,,,,,,,
2013/02/02,24,39,,,,,,,,,
2013/02/03,01,38,,,,,,,,,
2013/02/03,02,34,,,,,,,,,
2013/02/03,03,35,,,,,,,,,
2013/02/03,04,35,,,,,,,,,
2013/02/03,05,43,,,,,,,,,
2013/02/03,06,93,,,,,,,,,
2013/02/03,07,113,,,,,,,,,
2013/02/03,08,112,,,,,,,,,
2013/02/03,09,125,,,,,,,,,
2013/02/03,10,114,,,,,,,,,
2013/02/03,11,101,,,,,,,,,
2013/02/03,12,116,,,,,,,,,
2013/02/03,13,114,,,,,,,,,
2013/02/03,14,119,,,,,,,,,
2013/02/03,15,117,,,,,,,,,
2013/02/03,16,119,,,,,,,,,
2013/02/03,17,128,,,,,,,,,
2013/02/03,18,140,,,,,,,,,
2013/02/03,19,140,,,,,,,,,
2013/02/03,20,124,,,,,,,,,
2013/02/03,21,114,,,,,,,,,
2013/02/03,22,64,,,,,,,,,
2013/02/03,23,41,,,,,,,,,
2013/02/03,24,40,,,,,,,,,
2013/02/04,01,38,,,,,,,,,
2013/02/04,02,36,,,,,,,,,
