計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2014/01/01,01,13,0,,,,,
2014/01/01,02,13,0,,,,,
2014/01/01,03,12,0,,,,,
2014/01/01,04,12,0,,,,,
2014/01/01,05,12,0,,,,,
2014/01/01,06,12,0,,,,,
2014/01/01,07,13,0,,,,,
2014/01/01,08,29,0,,,,,
2014/01/01,09,49,0,,,,,
2014/01/01,10,70,0,,,,,
2014/01/01,11,69,0,,,,,
2014/01/01,12,66,0,,,,,
2014/01/01,13,62,0,,,,,
2014/01/01,14,61,0,,,,,
2014/01/01,15,61,0,,,,,
2014/01/01,16,62,0,,,,,
2014/01/01,17,63,0,,,,,
2014/01/01,18,63,0,,,,,
2014/01/01,19,62,0,,,,,
2014/01/01,20,61,0,,,,,
2014/01/01,21,62,0,,,,,
2014/01/01,22,62,0,,,,,
2014/01/01,23,61,0,,,,,
2014/01/01,24,44,0,,,,,
2014/01/02,01,35,0,,,,,
2014/01/02,02,34,0,,,,,
2014/01/02,03,26,0,,,,,
2014/01/02,04,6,0,,,,,
2014/01/02,05,7,0,,,,,
2014/01/02,06,6,0,,,,,
2014/01/02,07,7,0,,,,,
2014/01/02,08,20,0,,,,,
2014/01/02,09,32,0,,,,,
2014/01/02,10,59,0,,,,,
2014/01/02,11,63,0,,,,,
2014/01/02,12,61,0,,,,,
2014/01/02,13,62,0,,,,,
2014/01/02,14,61,0,,,,,
2014/01/02,15,61,0,,,,,
2014/01/02,16,63,0,,,,,
2014/01/02,17,64,0,,,,,
2014/01/02,18,64,0,,,,,
2014/01/02,19,63,0,,,,,
2014/01/02,20,63,0,,,,,
2014/01/02,21,64,0,,,,,
2014/01/02,22,64,0,,,,,
2014/01/02,23,62,0,,,,,
2014/01/02,24,42,0,,,,,
2014/01/03,01,39,0,,,,,
2014/01/03,02,15,0,,,,,
2014/01/03,03,13,0,,,,,
2014/01/03,04,13,0,,,,,
2014/01/03,05,12,0,,,,,
2014/01/03,06,12,0,,,,,
2014/01/03,07,13,0,,,,,
2014/01/03,08,29,0,,,,,
2014/01/03,09,59,0,,,,,
2014/01/03,10,74,0,,,,,
2014/01/03,11,74,0,,,,,
2014/01/03,12,68,0,,,,,
2014/01/03,13,67,0,,,,,
2014/01/03,14,63,0,,,,,
2014/01/03,15,63,0,,,,,
2014/01/03,16,66,0,,,,,
2014/01/03,17,67,0,,,,,
2014/01/03,18,63,0,,,,,
2014/01/03,19,66,0,,,,,
2014/01/03,20,65,0,,,,,
2014/01/03,21,63,0,,,,,
2014/01/03,22,63,0,,,,,
2014/01/03,23,62,0,,,,,
2014/01/03,24,46,0,,,,,
2014/01/04,01,50,0,,,,,
2014/01/04,02,39,0,,,,,
2014/01/04,03,14,0,,,,,
2014/01/04,04,12,0,,,,,
2014/01/04,05,12,0,,,,,
2014/01/04,06,12,0,,,,,
2014/01/04,07,12,0,,,,,
2014/01/04,08,51,0,,,,,
2014/01/04,09,69,0,,,,,
2014/01/04,10,74,0,,,,,
2014/01/04,11,71,0,,,,,
2014/01/04,12,68,0,,,,,
2014/01/04,13,66,0,,,,,
2014/01/04,14,63,0,,,,,
2014/01/04,15,63,0,,,,,
2014/01/04,16,65,0,,,,,
2014/01/04,17,66,0,,,,,
2014/01/04,18,65,0,,,,,
2014/01/04,19,64,0,,,,,
2014/01/04,20,65,0,,,,,
2014/01/04,21,65,0,,,,,
2014/01/04,22,65,0,,,,,
2014/01/04,23,63,0,,,,,
2014/01/04,24,46,0,,,,,
2014/01/05,01,35,0,,,,,
2014/01/05,02,20,0,,,,,
2014/01/05,03,7,0,,,,,
2014/01/05,04,8,0,,,,,
2014/01/05,05,9,0,,,,,
2014/01/05,06,8,0,,,,,
2014/01/05,07,8,0,,,,,
2014/01/05,08,30,0,,,,,
2014/01/05,09,43,0,,,,,
2014/01/05,10,59,0,,,,,
2014/01/05,11,68,0,,,,,
2014/01/05,12,68,0,,,,,
2014/01/05,13,67,0,,,,,
2014/01/05,14,67,0,,,,,
2014/01/05,15,64,0,,,,,
2014/01/05,16,65,0,,,,,
2014/01/05,17,66,0,,,,,
2014/01/05,18,64,0,,,,,
2014/01/05,19,64,0,,,,,
2014/01/05,20,63,0,,,,,
2014/01/05,21,64,0,,,,,
2014/01/05,22,63,0,,,,,
2014/01/05,23,62,0,,,,,
2014/01/05,24,47,0,,,,,
2014/01/06,01,48,0,,,,,
2014/01/06,02,28,0,,,,,
2014/01/06,03,13,0,,,,,
2014/01/06,04,13,0,,,,,
2014/01/06,05,14,0,,,,,
2014/01/06,06,14,0,,,,,
2014/01/06,07,14,0,,,,,
2014/01/06,08,54,0,,,,,
2014/01/06,09,71,0,,,,,
2014/01/06,10,75,0,,,,,
2014/01/06,11,71,0,,,,,
