計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/01,01,46,0,,,,,
2013/10/01,02,45,0,,,,,
2013/10/01,03,50,0,,,,,
2013/10/01,04,51,0,,,,,
2013/10/01,05,54,0,,,,,
2013/10/01,06,60,0,,,,,
2013/10/01,07,302,1,,,,,
2013/10/01,08,365,2,,,,,
2013/10/01,09,411,3,,,,,
2013/10/01,10,504,7,,,,,
2013/10/01,11,518,10,,,,,
2013/10/01,12,523,11,,,,,
2013/10/01,13,470,11,,,,,
2013/10/01,14,517,13,,,,,
2013/10/01,15,519,14,,,,,
2013/10/01,16,458,13,,,,,
2013/10/01,17,428,12,,,,,
2013/10/01,18,390,8,,,,,
2013/10/01,19,370,4,,,,,
2013/10/01,20,367,4,,,,,
2013/10/01,21,322,5,,,,,
2013/10/01,22,211,5,,,,,
2013/10/01,23,54,2,,,,,
2013/10/01,24,51,0,,,,,
2013/10/02,01,46,0,,,,,
2013/10/02,02,47,0,,,,,
2013/10/02,03,49,0,,,,,
2013/10/02,04,51,0,,,,,
2013/10/02,05,52,0,,,,,
2013/10/02,06,58,0,,,,,
2013/10/02,07,304,1,,,,,
2013/10/02,08,357,3,,,,,
2013/10/02,09,388,3,,,,,
2013/10/02,10,415,6,,,,,
2013/10/02,11,435,8,,,,,
2013/10/02,12,516,12,,,,,
2013/10/02,13,480,17,,,,,
2013/10/02,14,542,19,,,,,
2013/10/02,15,551,24,,,,,
2013/10/02,16,500,23,,,,,
2013/10/02,17,478,21,,,,,
2013/10/02,18,406,13,,,,,
2013/10/02,19,373,8,,,,,
2013/10/02,20,360,7,,,,,
2013/10/02,21,334,6,,,,,
2013/10/02,22,192,6,,,,,
2013/10/02,23,57,2,,,,,
2013/10/02,24,51,0,,,,,
2013/10/03,01,52,0,,,,,
2013/10/03,02,48,0,,,,,
2013/10/03,03,50,0,,,,,
2013/10/03,04,50,0,,,,,
2013/10/03,05,52,0,,,,,
2013/10/03,06,66,0,,,,,
2013/10/03,07,299,1,,,,,
2013/10/03,08,374,4,,,,,
2013/10/03,09,428,5,,,,,
2013/10/03,10,532,13,,,,,
2013/10/03,11,562,16,,,,,
2013/10/03,12,561,14,,,,,
2013/10/03,13,537,16,,,,,
2013/10/03,14,563,17,,,,,
2013/10/03,15,545,14,,,,,
2013/10/03,16,511,18,,,,,
2013/10/03,17,467,17,,,,,
2013/10/03,18,404,11,,,,,
2013/10/03,19,387,7,,,,,
2013/10/03,20,374,6,,,,,
2013/10/03,21,344,6,,,,,
2013/10/03,22,187,6,,,,,
2013/10/03,23,52,2,,,,,
2013/10/03,24,48,0,,,,,
2013/10/04,01,46,0,,,,,
2013/10/04,02,45,0,,,,,
2013/10/04,03,51,0,,,,,
2013/10/04,04,47,0,,,,,
2013/10/04,05,50,0,,,,,
2013/10/04,06,47,0,,,,,
2013/10/04,07,148,0,,,,,
2013/10/04,08,367,3,,,,,
2013/10/04,09,390,2,,,,,
2013/10/04,10,496,5,,,,,
2013/10/04,11,510,8,,,,,
2013/10/04,12,511,9,,,,,
2013/10/04,13,446,10,,,,,
2013/10/04,14,497,9,,,,,
2013/10/04,15,496,9,,,,,
2013/10/04,16,438,8,,,,,
2013/10/04,17,420,7,,,,,
2013/10/04,18,359,5,,,,,
2013/10/04,19,366,3,,,,,
2013/10/04,20,363,3,,,,,
2013/10/04,21,333,3,,,,,
2013/10/04,22,186,3,,,,,
2013/10/04,23,54,1,,,,,
2013/10/04,24,46,0,,,,,
2013/10/05,01,45,0,,,,,
2013/10/05,02,44,0,,,,,
2013/10/05,03,41,0,,,,,
2013/10/05,04,40,0,,,,,
2013/10/05,05,39,0,,,,,
2013/10/05,06,39,0,,,,,
2013/10/05,07,38,0,,,,,
2013/10/05,08,38,0,,,,,
2013/10/05,09,39,0,,,,,
2013/10/05,10,38,0,,,,,
2013/10/05,11,38,0,,,,,
2013/10/05,12,37,0,,,,,
2013/10/05,13,38,0,,,,,
2013/10/05,14,37,0,,,,,
2013/10/05,15,37,0,,,,,
2013/10/05,16,37,0,,,,,
2013/10/05,17,37,0,,,,,
2013/10/05,18,38,0,,,,,
2013/10/05,19,39,0,,,,,
2013/10/05,20,38,0,,,,,
2013/10/05,21,38,0,,,,,
2013/10/05,22,38,0,,,,,
2013/10/05,23,38,0,,,,,
2013/10/05,24,38,0,,,,,
2013/10/06,01,38,0,,,,,
2013/10/06,02,38,0,,,,,
2013/10/06,03,38,0,,,,,
2013/10/06,04,38,0,,,,,
2013/10/06,05,38,0,,,,,
2013/10/06,06,38,0,,,,,
2013/10/06,07,37,0,,,,,
2013/10/06,08,37,0,,,,,
2013/10/06,09,36,0,,,,,
2013/10/06,10,36,0,,,,,
2013/10/06,11,37,0,,,,,
2013/10/06,12,37,0,,,,,
2013/10/06,13,38,0,,,,,
2013/10/06,14,37,0,,,,,
2013/10/06,15,37,0,,,,,
2013/10/06,16,36,0,,,,,
2013/10/06,17,36,0,,,,,
2013/10/06,18,38,0,,,,,
2013/10/06,19,44,0,,,,,
2013/10/06,20,38,0,,,,,
2013/10/06,21,39,0,,,,,
2013/10/06,22,41,0,,,,,
2013/10/06,23,40,0,,,,,
2013/10/06,24,39,0,,,,,
2013/10/07,01,39,0,,,,,
2013/10/07,02,47,0,,,,,
2013/10/07,03,45,0,,,,,
2013/10/07,04,46,0,,,,,
2013/10/07,05,49,0,,,,,
2013/10/07,06,47,0,,,,,
2013/10/07,07,198,0,,,,,
2013/10/07,08,365,0,,,,,
2013/10/07,09,386,0,,,,,
2013/10/07,10,483,2,,,,,
2013/10/07,11,484,7,,,,,
2013/10/07,12,508,11,,,,,
2013/10/07,13,467,14,,,,,
2013/10/07,14,523,17,,,,,
2013/10/07,15,538,21,,,,,
2013/10/07,16,467,18,,,,,
2013/10/07,17,420,14,,,,,
2013/10/07,18,358,8,,,,,
2013/10/07,19,351,5,,,,,
2013/10/07,20,330,4,,,,,
2013/10/07,21,326,3,,,,,
2013/10/07,22,237,3,,,,,
2013/10/07,23,78,2,,,,,
2013/10/07,24,54,0,,,,,
2013/10/08,01,52,0,,,,,
2013/10/08,02,52,0,,,,,
2013/10/08,03,55,0,,,,,
2013/10/08,04,55,0,,,,,
2013/10/08,05,55,0,,,,,
2013/10/08,06,76,0,,,,,
2013/10/08,07,309,1,,,,,
2013/10/08,08,336,1,,,,,
2013/10/08,09,398,2,,,,,
2013/10/08,10,526,9,,,,,
2013/10/08,11,542,16,,,,,
2013/10/08,12,539,14,,,,,
2013/10/08,13,500,16,,,,,
2013/10/08,14,541,16,,,,,
2013/10/08,15,541,14,,,,,
2013/10/08,16,488,17,,,,,
2013/10/08,17,448,17,,,,,
2013/10/08,18,373,11,,,,,
2013/10/08,19,352,6,,,,,
2013/10/08,20,367,4,,,,,
2013/10/08,21,346,4,,,,,
2013/10/08,22,203,4,,,,,
2013/10/08,23,58,2,,,,,
2013/10/08,24,50,0,,,,,
2013/10/09,01,50,0,,,,,
2013/10/09,02,46,0,,,,,
2013/10/09,03,50,0,,,,,
2013/10/09,04,50,0,,,,,
2013/10/09,05,52,0,,,,,
2013/10/09,06,81,0,,,,,
2013/10/09,07,328,1,,,,,
2013/10/09,08,375,2,,,,,
2013/10/09,09,427,4,,,,,
2013/10/09,10,544,11,,,,,
2013/10/09,11,544,17,,,,,
2013/10/09,12,547,16,,,,,
2013/10/09,13,505,17,,,,,
2013/10/09,14,556,17,,,,,
