計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/06/01,01,17,,,9,8,,
2013/06/01,02,17,,,9,8,,
2013/06/01,03,17,,,9,8,,
2013/06/01,04,16,,,9,7,,
2013/06/01,05,17,,,9,8,,
2013/06/01,06,32,,,18,14,,
2013/06/01,07,40,,,23,17,,
2013/06/01,08,37,,,16,21,,
2013/06/01,09,44,,,23,22,,
2013/06/01,10,44,,,20,25,,
2013/06/01,11,49,,,21,28,,
2013/06/01,12,50,,,23,27,,
2013/06/01,13,43,,,19,24,,
2013/06/01,14,47,,,24,23,,
2013/06/01,15,43,,,18,25,,
2013/06/01,16,43,,,17,26,,
2013/06/01,17,49,,,22,27,,
2013/06/01,18,42,,,19,23,,
2013/06/01,19,45,,,27,19,,
2013/06/01,20,40,,,22,18,,
2013/06/01,21,24,,,12,12,,
2013/06/01,22,21,,,10,11,,
2013/06/01,23,17,,,9,8,,
2013/06/01,24,17,,,9,8,,
2013/06/02,01,16,,,9,7,,
2013/06/02,02,14,,,7,7,,
2013/06/02,03,16,,,8,8,,
2013/06/02,04,16,,,8,8,,
2013/06/02,05,16,,,8,7,,
2013/06/02,06,27,,,17,11,,
2013/06/02,07,40,,,22,18,,
2013/06/02,08,35,,,15,20,,
2013/06/02,09,42,,,21,20,,
2013/06/02,10,47,,,24,23,,
2013/06/02,11,45,,,19,26,,
2013/06/02,12,41,,,17,24,,
2013/06/02,13,41,,,19,22,,
2013/06/02,14,43,,,21,22,,
2013/06/02,15,38,,,16,21,,
2013/06/02,16,48,,,23,25,,
2013/06/02,17,41,,,19,22,,
2013/06/02,18,38,,,17,21,,
2013/06/02,19,46,,,26,20,,
2013/06/02,20,39,,,20,19,,
2013/06/02,21,23,,,11,12,,
2013/06/02,22,19,,,10,10,,
2013/06/02,23,16,,,8,8,,
2013/06/02,24,15,,,8,8,,
2013/06/03,01,16,,,8,8,,
2013/06/03,02,15,,,7,8,,
2013/06/03,03,15,,,7,8,,
2013/06/03,04,15,,,7,8,,
2013/06/03,05,15,,,7,8,,
2013/06/03,06,32,,,19,13,,
2013/06/03,07,36,,,19,17,,
2013/06/03,08,35,,,13,23,,
2013/06/03,09,43,,,21,23,,
2013/06/03,10,45,,,18,27,,
2013/06/03,11,54,,,24,30,,
2013/06/03,12,49,,,20,30,,
2013/06/03,13,44,,,18,26,,
2013/06/03,14,48,,,23,25,,
2013/06/03,15,40,,,15,25,,
2013/06/03,16,47,,,20,27,,
2013/06/03,17,46,,,23,23,,
2013/06/03,18,36,,,14,22,,
2013/06/03,19,42,,,23,20,,
2013/06/03,20,42,,,23,20,,
2013/06/03,21,30,,,13,18,,
2013/06/03,22,22,,,10,13,,
2013/06/03,23,19,,,9,10,,
2013/06/03,24,18,,,10,8,,
2013/06/04,01,17,,,10,7,,
2013/06/04,02,16,,,8,8,,
2013/06/04,03,15,,,7,8,,
2013/06/04,04,16,,,8,8,,
2013/06/04,05,16,,,8,8,,
2013/06/04,06,29,,,17,12,,
2013/06/04,07,38,,,22,15,,
2013/06/04,08,33,,,14,19,,
2013/06/04,09,43,,,23,20,,
2013/06/04,10,45,,,21,24,,
2013/06/04,11,46,,,22,23,,
2013/06/04,12,46,,,23,23,,
2013/06/04,13,44,,,22,22,,
2013/06/04,14,52,,,30,23,,
2013/06/04,15,41,,,19,22,,
