計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/12/01,01,21,13,8,,,,0,,
2013/12/01,02,21,13,8,,,,0,,
2013/12/01,03,22,13,9,,,,0,,
2013/12/01,04,21,13,8,,,,0,,
2013/12/01,05,21,13,8,,,,0,,
2013/12/01,06,22,13,9,,,,0,,
2013/12/01,07,47,32,15,,,,0,,
2013/12/01,08,84,56,28,,,,0,,
2013/12/01,09,96,56,40,,,,0,,
2013/12/01,10,135,59,76,,,,0,,
2013/12/01,11,134,57,77,,,,0,,
2013/12/01,12,130,52,78,,,,0,,
2013/12/01,13,129,51,78,,,,0,,
2013/12/01,14,128,50,77,,,,0,,
2013/12/01,15,128,50,78,,,,0,,
2013/12/01,16,129,52,77,,,,0,,
2013/12/01,17,143,54,86,,,,3,,
2013/12/01,18,140,51,86,,,,3,,
2013/12/01,19,139,50,86,,,,3,,
2013/12/01,20,139,49,86,,,,3,,
2013/12/01,21,57,19,34,,,,3,,
2013/12/01,22,36,15,17,,,,3,,
2013/12/01,23,24,12,8,,,,3,,
2013/12/01,24,22,12,8,,,,2,,
2013/12/02,01,21,13,8,,,,0,,
2013/12/02,02,21,13,8,,,,0,,
2013/12/02,03,21,13,8,,,,0,,
2013/12/02,04,21,13,8,,,,0,,
2013/12/02,05,22,13,9,,,,0,,
2013/12/02,06,21,12,8,,,,0,,
2013/12/02,07,24,15,9,,,,0,,
2013/12/02,08,52,26,26,,,,0,,
2013/12/02,09,113,66,47,,,,0,,
2013/12/02,10,146,71,75,,,,0,,
2013/12/02,11,143,66,78,,,,0,,
2013/12/02,12,136,59,77,,,,0,,
2013/12/02,13,131,56,76,,,,0,,
2013/12/02,14,130,54,76,,,,0,,
2013/12/02,15,127,50,77,,,,0,,
2013/12/02,16,128,51,77,,,,0,,
2013/12/02,17,144,55,86,,,,3,,
2013/12/02,18,152,61,88,,,,3,,
2013/12/02,19,154,63,87,,,,3,,
2013/12/02,20,151,61,86,,,,3,,
2013/12/02,21,72,35,34,,,,3,,
2013/12/02,22,27,14,10,,,,3,,
2013/12/02,23,23,12,8,,,,3,,
2013/12/02,24,21,12,8,,,,2,,
2013/12/03,01,20,12,8,,,,0,,
2013/12/03,02,20,12,8,,,,0,,
2013/12/03,03,20,12,8,,,,0,,
2013/12/03,04,20,12,8,,,,0,,
2013/12/03,05,20,12,8,,,,0,,
2013/12/03,06,21,12,9,,,,0,,
2013/12/03,07,37,18,19,,,,0,,
2013/12/03,08,48,23,26,,,,0,,
2013/12/03,09,93,46,47,,,,0,,
2013/12/03,10,133,57,76,,,,0,,
2013/12/03,11,127,50,76,,,,0,,
2013/12/03,12,122,46,76,,,,0,,
2013/12/03,13,120,44,75,,,,0,,
2013/12/03,14,119,44,76,,,,0,,
2013/12/03,15,120,45,75,,,,0,,
2013/12/03,16,122,45,77,,,,0,,
2013/12/03,17,134,45,85,,,,3,,
2013/12/03,18,136,45,87,,,,3,,
2013/12/03,19,134,43,88,,,,3,,
2013/12/03,20,133,43,87,,,,3,,
2013/12/03,21,56,19,33,,,,3,,
2013/12/03,22,27,13,10,,,,3,,
2013/12/03,23,25,13,9,,,,3,,
2013/12/03,24,22,12,8,,,,2,,
2013/12/04,01,20,12,8,,,,0,,
2013/12/04,02,20,12,8,,,,0,,
2013/12/04,03,20,12,8,,,,0,,
2013/12/04,04,20,12,8,,,,0,,
2013/12/04,05,21,12,9,,,,0,,
2013/12/04,06,20,12,8,,,,0,,
2013/12/04,07,34,16,18,,,,0,,
2013/12/04,08,52,26,26,,,,0,,
2013/12/04,09,104,55,49,,,,0,,
2013/12/04,10,126,51,74,,,,0,,
2013/12/04,11,126,49,77,,,,0,,
2013/12/04,12,123,45,78,,,,0,,
2013/12/04,13,121,45,76,,,,0,,
2013/12/04,14,118,41,76,,,,0,,
2013/12/04,15,121,44,76,,,,0,,
2013/12/04,16,133,56,77,,,,0,,
2013/12/04,17,148,59,85,,,,3,,
2013/12/04,18,155,63,89,,,,3,,
2013/12/04,19,155,63,89,,,,3,,
2013/12/04,20,152,60,88,,,,3,,
2013/12/04,21,80,40,37,,,,3,,
2013/12/04,22,31,16,11,,,,3,,
2013/12/04,23,26,14,9,,,,3,,
2013/12/04,24,24,13,9,,,,2,,
2013/12/05,01,22,13,9,,,,0,,
2013/12/05,02,22,13,9,,,,0,,
2013/12/05,03,22,13,9,,,,0,,
2013/12/05,04,22,13,9,,,,0,,
2013/12/05,05,22,13,9,,,,0,,
2013/12/05,06,23,13,10,,,,0,,
2013/12/05,07,37,18,20,,,,0,,
2013/12/05,08,48,22,26,,,,0,,
2013/12/05,09,93,46,48,,,,0,,
2013/12/05,10,135,59,76,,,,0,,
2013/12/05,11,130,54,76,,,,0,,
2013/12/05,12,124,49,76,,,,0,,
2013/12/05,13,121,46,75,,,,0,,
2013/12/05,14,123,46,76,,,,0,,
2013/12/05,15,122,45,77,,,,0,,
2013/12/05,16,124,48,76,,,,0,,
2013/12/05,17,137,48,86,,,,3,,
2013/12/05,18,140,50,87,,,,3,,
2013/12/05,19,157,66,88,,,,3,,
2013/12/05,20,153,62,88,,,,3,,
2013/12/05,21,72,34,34,,,,3,,
2013/12/05,22,26,14,8,,,,3,,
2013/12/05,23,26,14,9,,,,3,,
2013/12/05,24,23,13,8,,,,2,,
2013/12/06,01,21,13,8,,,,0,,
2013/12/06,02,21,13,8,,,,0,,
2013/12/06,03,21,13,8,,,,0,,
2013/12/06,04,22,13,9,,,,0,,
2013/12/06,05,22,13,9,,,,0,,
2013/12/06,06,21,13,8,,,,0,,
2013/12/06,07,37,18,19,,,,0,,
2013/12/06,08,47,21,25,,,,0,,
2013/12/06,09,97,47,50,,,,0,,
2013/12/06,10,131,56,75,,,,0,,
2013/12/06,11,131,53,78,,,,0,,
2013/12/06,12,128,51,77,,,,0,,
2013/12/06,13,126,49,77,,,,0,,
2013/12/06,14,124,48,76,,,,0,,
2013/12/06,15,123,46,76,,,,0,,
2013/12/06,16,123,46,77,,,,0,,
2013/12/06,17,137,47,86,,,,3,,
2013/12/06,18,136,46,87,,,,3,,
2013/12/06,19,139,47,89,,,,3,,
2013/12/06,20,138,47,88,,,,3,,
2013/12/06,21,62,23,36,,,,3,,
2013/12/06,22,33,16,14,,,,3,,
2013/12/06,23,26,13,9,,,,3,,
2013/12/06,24,23,12,9,,,,2,,
2013/12/07,01,21,13,9,,,,0,,
2013/12/07,02,22,13,9,,,,0,,
2013/12/07,03,21,12,9,,,,0,,
2013/12/07,04,21,13,9,,,,0,,
2013/12/07,05,23,13,10,,,,0,,
2013/12/07,06,22,13,9,,,,0,,
2013/12/07,07,38,18,20,,,,0,,
2013/12/07,08,48,21,26,,,,0,,
2013/12/07,09,93,45,48,,,,0,,
2013/12/07,10,135,59,76,,,,0,,
2013/12/07,11,131,54,77,,,,0,,
2013/12/07,12,128,52,77,,,,0,,
2013/12/07,13,125,47,77,,,,0,,
2013/12/07,14,130,53,77,,,,0,,
2013/12/07,15,135,58,77,,,,0,,
2013/12/07,16,138,60,78,,,,0,,
2013/12/07,17,152,60,89,,,,3,,
2013/12/07,18,150,57,89,,,,3,,
2013/12/07,19,150,57,90,,,,3,,
2013/12/07,20,149,56,89,,,,3,,
2013/12/07,21,73,33,36,,,,3,,
2013/12/07,22,26,13,10,,,,3,,
2013/12/07,23,24,13,8,,,,3,,
2013/12/07,24,23,13,8,,,,2,,
2013/12/08,01,21,13,8,,,,0,,
2013/12/08,02,21,13,8,,,,0,,
2013/12/08,03,22,13,9,,,,0,,
2013/12/08,04,22,13,9,,,,0,,
2013/12/08,05,22,13,9,,,,0,,
2013/12/08,06,22,13,9,,,,0,,
2013/12/08,07,32,17,16,,,,0,,
2013/12/08,08,50,23,27,,,,0,,
2013/12/08,09,107,66,41,,,,0,,
2013/12/08,10,140,63,77,,,,0,,
2013/12/08,11,144,64,79,,,,0,,
2013/12/08,12,139,60,79,,,,0,,
2013/12/08,13,138,59,79,,,,0,,
