計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2014/01/01,01,4,0,,,,,
2014/01/01,02,4,0,,,,,
2014/01/01,03,4,0,,,,,
2014/01/01,04,4,0,,,,,
2014/01/01,05,4,0,,,,,
2014/01/01,06,4,0,,,,,
2014/01/01,07,4,0,,,,,
2014/01/01,08,4,0,,,,,
2014/01/01,09,4,0,,,,,
2014/01/01,10,4,0,,,,,
2014/01/01,11,4,0,,,,,
2014/01/01,12,4,0,,,,,
2014/01/01,13,4,0,,,,,
2014/01/01,14,4,0,,,,,
2014/01/01,15,4,0,,,,,
2014/01/01,16,4,0,,,,,
2014/01/01,17,4,0,,,,,
2014/01/01,18,4,0,,,,,
2014/01/01,19,4,0,,,,,
2014/01/01,20,4,0,,,,,
2014/01/01,21,4,0,,,,,
2014/01/01,22,4,0,,,,,
2014/01/01,23,4,0,,,,,
2014/01/01,24,4,0,,,,,
2014/01/02,01,4,0,,,,,
2014/01/02,02,4,0,,,,,
2014/01/02,03,4,0,,,,,
2014/01/02,04,4,0,,,,,
2014/01/02,05,4,0,,,,,
2014/01/02,06,4,0,,,,,
2014/01/02,07,4,0,,,,,
2014/01/02,08,4,0,,,,,
2014/01/02,09,4,0,,,,,
2014/01/02,10,4,0,,,,,
2014/01/02,11,4,0,,,,,
2014/01/02,12,4,0,,,,,
2014/01/02,13,4,0,,,,,
2014/01/02,14,4,0,,,,,
2014/01/02,15,4,0,,,,,
2014/01/02,16,4,0,,,,,
2014/01/02,17,4,0,,,,,
2014/01/02,18,4,0,,,,,
2014/01/02,19,4,0,,,,,
2014/01/02,20,4,0,,,,,
2014/01/02,21,4,0,,,,,
2014/01/02,22,4,0,,,,,
2014/01/02,23,4,0,,,,,
2014/01/02,24,4,0,,,,,
2014/01/03,01,4,0,,,,,
2014/01/03,02,4,0,,,,,
2014/01/03,03,4,0,,,,,
2014/01/03,04,4,0,,,,,
2014/01/03,05,4,0,,,,,
2014/01/03,06,4,0,,,,,
2014/01/03,07,4,0,,,,,
2014/01/03,08,4,0,,,,,
2014/01/03,09,4,0,,,,,
2014/01/03,10,4,0,,,,,
2014/01/03,11,4,0,,,,,
2014/01/03,12,4,0,,,,,
2014/01/03,13,4,0,,,,,
2014/01/03,14,4,0,,,,,
2014/01/03,15,4,0,,,,,
2014/01/03,16,4,0,,,,,
2014/01/03,17,4,0,,,,,
2014/01/03,18,4,0,,,,,
2014/01/03,19,4,0,,,,,
2014/01/03,20,4,0,,,,,
2014/01/03,21,4,0,,,,,
2014/01/03,22,4,0,,,,,
2014/01/03,23,4,0,,,,,
2014/01/03,24,4,0,,,,,
2014/01/04,01,4,0,,,,,
2014/01/04,02,4,0,,,,,
2014/01/04,03,4,0,,,,,
2014/01/04,04,4,0,,,,,
2014/01/04,05,4,0,,,,,
2014/01/04,06,4,0,,,,,
2014/01/04,07,4,0,,,,,
2014/01/04,08,4,0,,,,,
2014/01/04,09,4,0,,,,,
2014/01/04,10,4,0,,,,,
2014/01/04,11,4,0,,,,,
2014/01/04,12,4,0,,,,,
2014/01/04,13,4,0,,,,,
2014/01/04,14,4,0,,,,,
2014/01/04,15,4,0,,,,,
2014/01/04,16,4,0,,,,,
2014/01/04,17,4,0,,,,,
2014/01/04,18,4,0,,,,,
2014/01/04,19,4,0,,,,,
2014/01/04,20,4,0,,,,,
2014/01/04,21,4,0,,,,,
2014/01/04,22,4,0,,,,,
2014/01/04,23,4,0,,,,,
2014/01/04,24,4,0,,,,,
2014/01/05,01,4,0,,,,,
2014/01/05,02,4,0,,,,,
2014/01/05,03,4,0,,,,,
2014/01/05,04,4,0,,,,,
2014/01/05,05,4,0,,,,,
2014/01/05,06,4,0,,,,,
2014/01/05,07,4,0,,,,,
2014/01/05,08,4,0,,,,,
2014/01/05,09,4,0,,,,,
2014/01/05,10,4,0,,,,,
2014/01/05,11,4,0,,,,,
2014/01/05,12,4,0,,,,,
2014/01/05,13,4,0,,,,,
2014/01/05,14,4,0,,,,,
2014/01/05,15,4,0,,,,,
2014/01/05,16,4,0,,,,,
2014/01/05,17,4,0,,,,,
2014/01/05,18,4,0,,,,,
2014/01/05,19,4,0,,,,,
2014/01/05,20,4,0,,,,,
2014/01/05,21,4,0,,,,,
2014/01/05,22,4,0,,,,,
2014/01/05,23,4,0,,,,,
2014/01/05,24,4,0,,,,,
2014/01/06,01,4,0,,,,,
2014/01/06,02,4,0,,,,,
