計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2014/01/01,01,20,,,2,18,,
2014/01/01,02,20,,,2,18,,
2014/01/01,03,20,,,2,18,,
2014/01/01,04,21,,,2,19,,
2014/01/01,05,20,,,2,18,,
2014/01/01,06,13,,,2,11,,
2014/01/01,07,20,,,8,12,,
2014/01/01,08,100,,,77,23,,
2014/01/01,09,106,,,82,24,,
2014/01/01,10,95,,,64,31,,
2014/01/01,11,69,,,32,37,,
2014/01/01,12,69,,,32,37,,
2014/01/01,13,64,,,27,37,,
2014/01/01,14,39,,,2,37,,
2014/01/01,15,56,,,19,37,,
2014/01/01,16,50,,,14,36,,
2014/01/01,17,40,,,2,38,,
2014/01/01,18,42,,,2,40,,
2014/01/01,19,42,,,2,40,,
2014/01/01,20,41,,,2,39,,
2014/01/01,21,41,,,2,39,,
2014/01/01,22,27,,,2,25,,
2014/01/01,23,31,,,8,23,,
2014/01/01,24,24,,,2,22,,
2014/01/02,01,21,,,2,19,,
2014/01/02,02,21,,,2,19,,
2014/01/02,03,16,,,1,15,,
2014/01/02,04,4,,,2,2,,
2014/01/02,05,2,,,1,1,,
2014/01/02,06,3,,,2,1,,
2014/01/02,07,21,,,14,7,,
2014/01/02,08,64,,,48,16,,
2014/01/02,09,74,,,48,26,,
2014/01/02,10,87,,,51,36,,
2014/01/02,11,106,,,70,36,,
2014/01/02,12,85,,,49,36,,
2014/01/02,13,67,,,31,36,,
2014/01/02,14,67,,,31,36,,
2014/01/02,15,81,,,45,36,,
2014/01/02,16,39,,,3,36,,
2014/01/02,17,53,,,16,37,,
2014/01/02,18,62,,,23,39,,
2014/01/02,19,63,,,23,40,,
2014/01/02,20,84,,,44,40,,
2014/01/02,21,60,,,21,39,,
2014/01/02,22,51,,,11,40,,
2014/01/02,23,78,,,38,40,,
2014/01/02,24,89,,,51,38,,
2014/01/03,01,24,,,2,22,,
2014/01/03,02,21,,,2,19,,
2014/01/03,03,35,,,15,20,,
2014/01/03,04,29,,,10,19,,
2014/01/03,05,21,,,2,19,,
2014/01/03,06,3,,,2,1,,
2014/01/03,07,6,,,2,4,,
2014/01/03,08,15,,,2,13,,
2014/01/03,09,15,,,2,13,,
2014/01/03,10,68,,,43,25,,
2014/01/03,11,115,,,79,36,,
2014/01/03,12,93,,,57,36,,
2014/01/03,13,70,,,34,36,,
2014/01/03,14,70,,,34,36,,
2014/01/03,15,55,,,19,36,,
2014/01/03,16,45,,,9,36,,
2014/01/03,17,51,,,14,37,,
2014/01/03,18,55,,,16,39,,
2014/01/03,19,41,,,2,39,,
2014/01/03,20,42,,,2,40,,
2014/01/03,21,63,,,24,39,,
2014/01/03,22,63,,,24,39,,
2014/01/03,23,63,,,24,39,,
2014/01/03,24,45,,,7,38,,
2014/01/04,01,64,,,29,35,,
2014/01/04,02,71,,,36,35,,
2014/01/04,03,75,,,40,35,,
2014/01/04,04,47,,,13,34,,
2014/01/04,05,21,,,1,20,,
2014/01/04,06,14,,,2,12,,
2014/01/04,07,32,,,19,13,,
2014/01/04,08,39,,,23,16,,
2014/01/04,09,62,,,29,33,,
2014/01/04,10,112,,,75,37,,
2014/01/04,11,98,,,61,37,,
2014/01/04,12,85,,,48,37,,
2014/01/04,13,64,,,27,37,,
2014/01/04,14,78,,,41,37,,
2014/01/04,15,79,,,43,36,,
