計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2012/09/01,01,50,21,,,,,
2012/09/01,02,40,16,,,,,
2012/09/01,03,26,11,,,,,
2012/09/01,04,20,7,,,,,
2012/09/01,05,18,5,,,,,
2012/09/01,06,17,4,,,,,
2012/09/01,07,27,13,,,,,
2012/09/01,08,36,19,,,,,
2012/09/01,09,46,25,,,,,
2012/09/01,10,45,24,,,,,
2012/09/01,11,51,25,,,,,
2012/09/01,12,52,25,,,,,
2012/09/01,13,68,36,,,,,
2012/09/01,14,66,35,,,,,
2012/09/01,15,63,33,,,,,
2012/09/01,16,59,31,,,,,
2012/09/01,17,57,30,,,,,
2012/09/01,18,55,26,,,,,
2012/09/01,19,62,29,,,,,
2012/09/01,20,69,34,,,,,
2012/09/01,21,58,25,,,,,
2012/09/01,22,56,24,,,,,
2012/09/01,23,53,21,,,,,
2012/09/01,24,48,19,,,,,
2012/09/02,01,45,17,,,,,
2012/09/02,02,37,13,,,,,
2012/09/02,03,25,7,,,,,
2012/09/02,04,17,4,,,,,
2012/09/02,05,15,3,,,,,
2012/09/02,06,16,3,,,,,
2012/09/02,07,23,7,,,,,
2012/09/02,08,27,12,,,,,
2012/09/02,09,39,17,,,,,
2012/09/02,10,43,21,,,,,
2012/09/02,11,44,20,,,,,
2012/09/02,12,56,28,,,,,
2012/09/02,13,55,22,,,,,
2012/09/02,14,57,27,,,,,
2012/09/02,15,57,27,,,,,
2012/09/02,16,56,28,,,,,
2012/09/02,17,56,28,,,,,
2012/09/02,18,59,26,,,,,
2012/09/02,19,61,26,,,,,
2012/09/02,20,62,28,,,,,
2012/09/02,21,52,20,,,,,
2012/09/02,22,51,20,,,,,
2012/09/02,23,48,19,,,,,
2012/09/02,24,47,18,,,,,
2012/09/03,01,44,17,,,,,
2012/09/03,02,26,6,,,,,
2012/09/03,03,17,4,,,,,
2012/09/03,04,15,4,,,,,
2012/09/03,05,15,3,,,,,
2012/09/03,06,15,3,,,,,
2012/09/03,07,16,3,,,,,
2012/09/03,08,17,4,,,,,
2012/09/03,09,27,8,,,,,
2012/09/03,10,36,15,,,,,
2012/09/03,11,43,18,,,,,
2012/09/03,12,44,19,,,,,
2012/09/03,13,52,21,,,,,
2012/09/03,14,48,20,,,,,
2012/09/03,15,46,20,,,,,
2012/09/03,16,38,14,,,,,
2012/09/03,17,41,17,,,,,
2012/09/03,18,40,15,,,,,
2012/09/03,19,46,15,,,,,
2012/09/03,20,48,16,,,,,
2012/09/03,21,46,15,,,,,
2012/09/03,22,45,15,,,,,
2012/09/03,23,41,13,,,,,
2012/09/03,24,44,13,,,,,
2012/09/04,01,38,12,,,,,
2012/09/04,02,25,6,,,,,
2012/09/04,03,16,4,,,,,
2012/09/04,04,14,3,,,,,
2012/09/04,05,14,3,,,,,
2012/09/04,06,14,3,,,,,
2012/09/04,07,14,3,,,,,
2012/09/04,08,23,10,,,,,
2012/09/04,09,39,18,,,,,
2012/09/04,10,45,22,,,,,
2012/09/04,11,49,22,,,,,
2012/09/04,12,51,25,,,,,
2012/09/04,13,63,33,,,,,
2012/09/04,14,62,33,,,,,
2012/09/04,15,59,33,,,,,
2012/09/04,16,58,34,,,,,
2012/09/04,17,54,31,,,,,
2012/09/04,18,58,31,,,,,
2012/09/04,19,64,33,,,,,
2012/09/04,20,57,25,,,,,
2012/09/04,21,56,25,,,,,
2012/09/04,22,55,25,,,,,
2012/09/04,23,49,20,,,,,
2012/09/04,24,46,19,,,,,
2012/09/05,01,37,12,,,,,
2012/09/05,02,19,4,,,,,
2012/09/05,03,16,4,,,,,
2012/09/05,04,14,3,,,,,
2012/09/05,05,14,3,,,,,
2012/09/05,06,14,3,,,,,
2012/09/05,07,14,3,,,,,
2012/09/05,08,22,9,,,,,
2012/09/05,09,38,20,,,,,
2012/09/05,10,43,23,,,,,
2012/09/05,11,49,24,,,,,
2012/09/05,12,52,28,,,,,
2012/09/05,13,63,32,,,,,
2012/09/05,14,65,35,,,,,
2012/09/05,15,62,36,,,,,
2012/09/05,16,61,35,,,,,
2012/09/05,17,56,31,,,,,
2012/09/05,18,60,31,,,,,
2012/09/05,19,60,30,,,,,
2012/09/05,20,54,24,,,,,
2012/09/05,21,55,24,,,,,
2012/09/05,22,54,24,,,,,
2012/09/05,23,51,22,,,,,
2012/09/05,24,50,21,,,,,
2012/09/06,01,48,20,,,,,
2012/09/06,02,36,14,,,,,
2012/09/06,03,20,7,,,,,
2012/09/06,04,17,5,,,,,
2012/09/06,05,17,5,,,,,
2012/09/06,06,15,4,,,,,
2012/09/06,07,14,4,,,,,
2012/09/06,08,22,9,,,,,
2012/09/06,09,34,17,,,,,
2012/09/06,10,45,23,,,,,
2012/09/06,11,49,24,,,,,
2012/09/06,12,53,27,,,,,
2012/09/06,13,61,31,,,,,
2012/09/06,14,64,34,,,,,
2012/09/06,15,60,32,,,,,
2012/09/06,16,53,25,,,,,
2012/09/06,17,49,21,,,,,
2012/09/06,18,50,20,,,,,
2012/09/06,19,50,20,,,,,
2012/09/06,20,51,20,,,,,
2012/09/06,21,50,20,,,,,
2012/09/06,22,50,20,,,,,
2012/09/06,23,48,18,,,,,
2012/09/06,24,49,21,,,,,
2012/09/07,01,46,19,,,,,
2012/09/07,02,29,8,,,,,
2012/09/07,03,20,3,,,,,
2012/09/07,04,16,3,,,,,
2012/09/07,05,15,3,,,,,
2012/09/07,06,13,3,,,,,
2012/09/07,07,14,3,,,,,
2012/09/07,08,17,4,,,,,
2012/09/07,09,29,8,,,,,
2012/09/07,10,36,14,,,,,
2012/09/07,11,42,17,,,,,
2012/09/07,12,47,21,,,,,
2012/09/07,13,64,34,,,,,
2012/09/07,14,62,34,,,,,
2012/09/07,15,61,35,,,,,
2012/09/07,16,58,33,,,,,
2012/09/07,17,47,24,,,,,
2012/09/07,18,50,24,,,,,
2012/09/07,19,57,25,,,,,
2012/09/07,20,54,23,,,,,
2012/09/07,21,57,25,,,,,
2012/09/07,22,55,23,,,,,
2012/09/07,23,50,19,,,,,
2012/09/07,24,49,20,,,,,
2012/09/08,01,45,18,,,,,
2012/09/08,02,31,8,,,,,
2012/09/08,03,19,4,,,,,
2012/09/08,04,15,4,,,,,
2012/09/08,05,14,4,,,,,
2012/09/08,06,15,3,,,,,
2012/09/08,07,19,6,,,,,
2012/09/08,08,25,12,,,,,
2012/09/08,09,35,15,,,,,
2012/09/08,10,39,18,,,,,
2012/09/08,11,45,19,,,,,
2012/09/08,12,53,27,,,,,
2012/09/08,13,61,30,,,,,
2012/09/08,14,63,33,,,,,
2012/09/08,15,61,34,,,,,
2012/09/08,16,61,34,,,,,
2012/09/08,17,62,34,,,,,
2012/09/08,18,63,32,,,,,
2012/09/08,19,63,30,,,,,
2012/09/08,20,64,31,,,,,
2012/09/08,21,63,30,,,,,
2012/09/08,22,58,26,,,,,
2012/09/08,23,57,24,,,,,
2012/09/08,24,54,22,,,,,
2012/09/09,01,45,18,,,,,
2012/09/09,02,28,7,,,,,
2012/09/09,03,18,5,,,,,
2012/09/09,04,16,4,,,,,
2012/09/09,05,15,3,,,,,
2012/09/09,06,15,3,,,,,
2012/09/09,07,22,9,,,,,
2012/09/09,08,29,14,,,,,
2012/09/09,09,42,19,,,,,
2012/09/09,10,40,19,,,,,
2012/09/09,11,47,21,,,,,
2012/09/09,12,54,26,,,,,
2012/09/09,13,65,33,,,,,
2012/09/09,14,67,35,,,,,
2012/09/09,15,66,36,,,,,
2012/09/09,16,65,36,,,,,
2012/09/09,17,62,34,,,,,
2012/09/09,18,62,30,,,,,
2012/09/09,19,65,31,,,,,
2012/09/09,20,67,32,,,,,
2012/09/09,21,67,31,,,,,
2012/09/09,22,61,28,,,,,
2012/09/09,23,53,23,,,,,
2012/09/09,24,51,20,,,,,
2012/09/10,01,45,17,,,,,
2012/09/10,02,33,11,,,,,
2012/09/10,03,28,10,,,,,
2012/09/10,04,18,5,,,,,
2012/09/10,05,16,4,,,,,
2012/09/10,06,16,4,,,,,
2012/09/10,07,17,4,,,,,
2012/09/10,08,18,5,,,,,
2012/09/10,09,32,12,,,,,
2012/09/10,10,46,22,,,,,
2012/09/10,11,51,26,,,,,
2012/09/10,12,56,30,,,,,
2012/09/10,13,65,36,,,,,
2012/09/10,14,61,34,,,,,
2012/09/10,15,61,35,,,,,
2012/09/10,16,55,32,,,,,
2012/09/10,17,53,30,,,,,
2012/09/10,18,56,28,,,,,
2012/09/10,19,61,29,,,,,
2012/09/10,20,60,27,,,,,
2012/09/10,21,57,26,,,,,
2012/09/10,22,52,23,,,,,
