計測日,計測時間,全体,空調,照明,動力,電灯,冷凍・冷熱,その他
2013/10/01,01,7,0,,,,,
2013/10/01,02,7,0,,,,,
2013/10/01,03,7,1,,,,,
2013/10/01,04,7,0,,,,,
2013/10/01,05,6,0,,,,,
2013/10/01,06,6,0,,,,,
2013/10/01,07,7,1,,,,,
2013/10/01,08,7,0,,,,,
2013/10/01,09,23,6,,,,,
2013/10/01,10,54,12,,,,,
2013/10/01,11,66,14,,,,,
2013/10/01,12,67,15,,,,,
2013/10/01,13,67,17,,,,,
2013/10/01,14,70,18,,,,,
2013/10/01,15,70,18,,,,,
2013/10/01,16,70,20,,,,,
2013/10/01,17,73,22,,,,,
2013/10/01,18,83,21,,,,,
2013/10/01,19,96,22,,,,,
2013/10/01,20,96,22,,,,,
2013/10/01,21,98,22,,,,,
2013/10/01,22,99,23,,,,,
2013/10/01,23,91,21,,,,,
2013/10/01,24,32,6,,,,,
2013/10/02,01,7,0,,,,,
2013/10/02,02,7,0,,,,,
2013/10/02,03,7,0,,,,,
2013/10/02,04,7,0,,,,,
2013/10/02,05,7,1,,,,,
2013/10/02,06,7,1,,,,,
2013/10/02,07,7,1,,,,,
2013/10/02,08,7,1,,,,,
2013/10/02,09,28,8,,,,,
2013/10/02,10,59,16,,,,,
2013/10/02,11,68,18,,,,,
2013/10/02,12,67,18,,,,,
2013/10/02,13,67,19,,,,,
2013/10/02,14,70,20,,,,,
2013/10/02,15,72,20,,,,,
2013/10/02,16,72,21,,,,,
2013/10/02,17,73,22,,,,,
2013/10/02,18,85,20,,,,,
2013/10/02,19,94,20,,,,,
2013/10/02,20,96,21,,,,,
2013/10/02,21,94,21,,,,,
2013/10/02,22,95,20,,,,,
2013/10/02,23,92,21,,,,,
2013/10/02,24,30,6,,,,,
2013/10/03,01,7,0,,,,,
2013/10/03,02,7,0,,,,,
2013/10/03,03,7,0,,,,,
2013/10/03,04,7,1,,,,,
2013/10/03,05,7,1,,,,,
2013/10/03,06,7,0,,,,,
2013/10/03,07,7,1,,,,,
2013/10/03,08,7,1,,,,,
2013/10/03,09,30,8,,,,,
2013/10/03,10,59,18,,,,,
2013/10/03,11,76,24,,,,,
2013/10/03,12,77,26,,,,,
2013/10/03,13,75,27,,,,,
2013/10/03,14,78,28,,,,,
2013/10/03,15,78,27,,,,,
2013/10/03,16,77,26,,,,,
2013/10/03,17,75,24,,,,,
2013/10/03,18,86,24,,,,,
2013/10/03,19,98,23,,,,,
2013/10/03,20,99,24,,,,,
2013/10/03,21,98,22,,,,,
2013/10/03,22,98,22,,,,,
2013/10/03,23,91,20,,,,,
2013/10/03,24,47,16,,,,,
2013/10/04,01,36,12,,,,,
2013/10/04,02,32,10,,,,,
2013/10/04,03,29,7,,,,,
2013/10/04,04,9,1,,,,,
2013/10/04,05,7,1,,,,,
2013/10/04,06,7,1,,,,,
2013/10/04,07,7,1,,,,,
2013/10/04,08,7,1,,,,,
2013/10/04,09,19,3,,,,,
2013/10/04,10,53,10,,,,,
2013/10/04,11,64,12,,,,,
2013/10/04,12,62,12,,,,,
2013/10/04,13,62,13,,,,,
2013/10/04,14,64,14,,,,,
2013/10/04,15,65,14,,,,,
2013/10/04,16,67,14,,,,,
2013/10/04,17,67,14,,,,,
2013/10/04,18,83,15,,,,,
2013/10/04,19,90,16,,,,,
2013/10/04,20,91,16,,,,,
2013/10/04,21,92,16,,,,,
2013/10/04,22,92,16,,,,,
2013/10/04,23,85,15,,,,,
2013/10/04,24,38,4,,,,,
2013/10/05,01,7,0,,,,,
2013/10/05,02,7,0,,,,,
2013/10/05,03,6,0,,,,,
2013/10/05,04,6,1,,,,,
2013/10/05,05,6,0,,,,,
2013/10/05,06,6,1,,,,,
2013/10/05,07,7,1,,,,,
2013/10/05,08,7,1,,,,,
2013/10/05,09,30,3,,,,,
2013/10/05,10,49,6,,,,,
2013/10/05,11,64,12,,,,,
2013/10/05,12,62,12,,,,,
2013/10/05,13,62,13,,,,,
2013/10/05,14,63,13,,,,,
2013/10/05,15,67,14,,,,,
2013/10/05,16,67,15,,,,,
2013/10/05,17,68,16,,,,,
2013/10/05,18,89,15,,,,,
2013/10/05,19,90,15,,,,,
2013/10/05,20,89,16,,,,,
2013/10/05,21,90,16,,,,,
2013/10/05,22,90,15,,,,,
2013/10/05,23,83,15,,,,,
2013/10/05,24,35,2,,,,,
2013/10/06,01,7,1,,,,,
2013/10/06,02,7,0,,,,,
2013/10/06,03,7,1,,,,,
2013/10/06,04,7,1,,,,,
2013/10/06,05,7,1,,,,,
2013/10/06,06,7,1,,,,,
2013/10/06,07,7,1,,,,,
2013/10/06,08,7,1,,,,,
2013/10/06,09,28,3,,,,,
2013/10/06,10,53,11,,,,,
2013/10/06,11,67,15,,,,,
2013/10/06,12,67,17,,,,,
2013/10/06,13,67,18,,,,,
2013/10/06,14,68,17,,,,,
2013/10/06,15,69,17,,,,,
