Hour,AvgMean,StdMean
1,27.344730679156907,0.8937766397015331
2,24.53848555815769,0.8489075695386336
3,22.290398126463696,0.7510519452243777
4,20.9536299765808,0.8329386381629094
5,21.21608118657299,0.7919890735605211
6,21.714129586260736,0.6776819250241889
7,24.3032006245121,0.729025497844586
8,28.628571428571433,1.036978106769107
9,35.10351288056206,1.6892362555018343
10,43.86370023419204,2.7238032683002507
11,50.70039032006246,3.086058602897581
12,52.37939110070258,3.671556774529078
13,52.26541764246682,3.667887901660809
14,54.260109289617496,4.002551337178142
15,54.34629195940673,4.012850268007175
16,53.80234192037471,3.800872947197542
17,54.50897736143638,3.646873806501221
18,54.487900078064015,3.1288488671496753
19,54.78813427010149,2.481823686483049
20,53.93317720530835,2.4405179779310218
21,49.29492583918814,1.9908440413343387
22,40.718188914910215,1.8077746400612331
23,35.097111631537864,1.4577124801038108
24,30.763466042154565,0.9806638508054765
