Consumer,Hour,Mean,Std
B11000004,1,81.32786885245902,7.652279206169907
B11000004,2,74.85245901639344,6.342544351635155
B11000004,3,77.0,5.49241901776136
B11000004,4,76.45901639344262,6.939197289052491
B11000004,5,70.59016393442623,6.711624366674901
B11000004,6,70.93442622950819,5.449369542919672
B11000004,7,77.81967213114754,7.4218330995366
B11000004,8,105.60655737704919,9.022709660489266
B11000004,9,126.81967213114754,8.609119576978262
B11000004,10,129.65573770491804,11.320902858432037
B11000004,11,141.0655737704918,12.622557654795397
B11000004,12,138.54098360655738,12.37143722517289
B11000004,13,136.63934426229508,12.250214674153328
B11000004,14,142.68852459016392,12.504053987416185
B11000004,15,153.31147540983608,10.718428030898558
B11000004,16,157.0983606557377,11.96760198484891
B11000004,17,155.49180327868854,11.40558773996277
B11000004,18,149.72131147540983,10.758145979583693
B11000004,19,144.98360655737704,11.021935406691949
B11000004,20,145.0,12.349089035228468
B11000004,21,150.81967213114754,11.52462319951114
B11000004,22,133.80327868852459,10.460751521968753
B11000004,23,93.78688524590164,9.887896227372062
B11000004,24,79.91803278688525,6.116358072053481
B11000005,1,49.24590163934426,7.645599470076274
B11000005,2,40.65573770491803,6.035686224177107
B11000005,3,39.21311475409836,5.428673116266873
B11000005,4,38.19672131147541,4.407643634003501
B11000005,5,36.80327868852459,4.085827831791038
B11000005,6,26.9672131147541,4.63309548471557
B11000005,7,35.0,13.963046467969182
B11000005,8,47.68852459016394,24.701916918602734
B11000005,9,64.09836065573771,17.19467448372004
B11000005,10,84.54098360655738,5.312167700954113
B11000005,11,87.80327868852459,4.98270231946196
B11000005,12,90.22950819672131,5.481464045985497
B11000005,13,92.22950819672131,6.578737068827499
B11000005,14,93.22950819672131,7.6188219619198145
B11000005,15,93.39344262295081,7.594468795390037
B11000005,16,92.88524590163935,6.83397971086574
B11000005,17,91.67213114754098,5.396669687487552
B11000005,18,91.75409836065573,3.7267310863763616
B11000005,19,94.73770491803279,3.687373226495443
B11000005,20,94.73770491803279,3.0435814393805987
B11000005,21,94.22950819672131,2.7227035744087824
B11000005,22,93.93442622950819,2.88021325864953
B11000005,23,92.98360655737704,2.5198664202604637
B11000005,24,90.67213114754098,3.6502114617987536
B11000007,1,65.29508196721312,7.405728103513482
B11000007,2,64.47540983606558,7.318029236930411
B11000007,3,75.14754098360656,5.4492692646928065
B11000007,4,69.98360655737704,8.059139332208886
B11000007,5,65.55737704918033,8.032277780231322
B11000007,6,61.704918032786885,7.916952827730044
B11000007,7,80.34426229508196,9.174030822384164
B11000007,8,112.19672131147541,10.254786966958646
B11000007,9,124.06557377049181,9.479572515781882
B11000007,10,133.72131147540983,14.256146215511146
B11000007,11,161.78688524590163,15.662178173441012
B11000007,12,162.40983606557376,16.307847854310644
B11000007,13,162.31147540983608,17.227440304744984
B11000007,14,160.7377049180328,17.076203363496095
B11000007,15,159.75409836065575,13.73154001766847
B11000007,16,160.29508196721312,15.717659136880702
B11000007,17,155.88524590163934,14.919895398042328
B11000007,18,147.01639344262296,14.364878237421864
B11000007,19,142.68852459016392,13.502519497741348
B11000007,20,143.81967213114754,12.20588409568832
B11000007,21,136.9672131147541,9.62456442843823
B11000007,22,108.01639344262296,7.9697172749491525
B11000007,23,78.19672131147541,8.00587216179713
B11000007,24,66.50819672131148,8.281752936063059
B11000008,1,51.131147540983605,5.011571309932197
B11000008,2,54.09836065573771,4.671562615202707
B11000008,3,62.57377049180328,4.470119373474802
B11000008,4,52.622950819672134,5.797022035569152
B11000008,5,47.50819672131148,5.0814136839389885
B11000008,6,46.77049180327869,5.02126625007063
B11000008,7,60.57377049180328,6.373013458831551
B11000008,8,79.11475409836065,7.622550668150694
B11000008,9,106.31147540983606,11.373274204037225
B11000008,10,111.9672131147541,15.057630638223216
B11000008,11,120.1639344262295,15.269992717602337
B11000008,12,117.95081967213115,15.803402829251887
B11000008,13,118.01639344262296,16.539338764774012
B11000008,14,115.75409836065573,13.14490489087555
B11000008,15,122.81967213114754,13.731360938524766
B11000008,16,118.06557377049181,15.41197462198254
B11000008,17,112.0327868852459,15.44125125879242
B11000008,18,106.80327868852459,14.18076123030912
B11000008,19,105.44262295081967,12.501366045575358
B11000008,20,102.98360655737704,9.95069813845355
B11000008,21,102.8688524590164,9.954019974924813
B11000008,22,59.63934426229508,6.055390950454109
B11000008,23,53.377049180327866,5.215885781041827
B11000008,24,50.09836065573771,4.559623222858028
B11000010,1,52.75409836065574,4.918183057813518
B11000010,2,55.049180327868854,4.627548773408361
B11000010,3,53.85245901639344,4.388758615575975
B11000010,4,50.40983606557377,4.13673401441414
B11000010,5,47.81967213114754,4.890494851312123
B11000010,6,58.22950819672131,5.067522217096343
B11000010,7,52.21311475409836,6.483606902793023
B11000010,8,96.54098360655738,7.614840270795362
B11000010,9,118.1639344262295,10.556483517833724
B11000010,10,122.57377049180327,12.235820387143972
B11000010,11,143.5737704918033,12.222191587972867
B11000010,12,151.78688524590163,10.962230238563624
B11000010,13,148.9344262295082,14.046196225857752
B11000010,14,145.34426229508196,13.937820544477342
B11000010,15,145.8360655737705,12.97071101606597
B11000010,16,140.36065573770492,11.175915752016694
B11000010,17,138.81967213114754,12.116804029557892
B11000010,18,145.50819672131146,10.741854201858684
B11000010,19,133.29508196721312,9.360100181613232
B11000010,20,129.50819672131146,8.50024107661987
B11000010,21,137.672131147541,8.694291827544877
B11000010,22,80.45901639344262,7.734282493099157
B11000010,23,54.90163934426229,5.061965751342019
B11000010,24,65.45901639344262,4.9550437956080104
B11000012,1,4.360655737704918,1.2387195927683543
B11000012,2,4.344262295081967,1.36485952759053
B11000012,3,4.360655737704918,1.3666600026493534
B11000012,4,4.344262295081967,1.36485952759053
B11000012,5,4.377049180327869,1.4624629274643683
B11000012,6,4.409836065573771,1.4762232123488628
B11000012,7,4.442622950819672,1.57611960379423
B11000012,8,4.491803278688525,1.5771593749488573
B11000012,9,11.721311475409836,10.965295477917264
B11000012,10,57.442622950819676,13.582494358749592
B11000012,11,78.88524590163935,9.22514383023509
B11000012,12,80.06557377049181,9.064341955264442
B11000012,13,82.06557377049181,9.546149053342603
B11000012,14,83.72131147540983,9.711043794809056
B11000012,15,84.24590163934427,9.344616520943879
B11000012,16,84.1311475409836,9.166015873569908
B11000012,17,83.14754098360656,8.545634490923364
B11000012,18,89.44262295081967,8.490238689546041
B11000012,19,89.95081967213115,7.29023600328594
B11000012,20,89.78688524590164,7.137027285217941
B11000012,21,63.704918032786885,14.044387090335034
B11000012,22,13.37704918032787,16.43387145950524
B11000012,23,4.704918032786885,3.174608964345488
B11000012,24,4.295081967213115,0.8434900176268035
B11000014,1,122.36065573770492,19.56104358743439
B11000014,2,109.47540983606558,19.542779192817868
B11000014,3,96.85245901639344,20.17493169387344
B11000014,4,95.62295081967213,20.814389201084133
B11000014,5,93.73770491803279,21.090204392358917
B11000014,6,109.08196721311475,12.79100606150954
B11000014,7,189.29508196721312,12.365737964627751
B11000014,8,252.9672131147541,16.275715256289818
B11000014,9,262.21311475409834,19.62236373299469
B11000014,10,361.55737704918033,36.64811254356034
B11000014,11,363.9016393442623,44.20056746167889
B11000014,12,360.0983606557377,39.31484237029436
B11000014,13,368.40983606557376,41.68547990574989
B11000014,14,377.27868852459017,45.44745359479853
B11000014,15,368.95081967213116,44.09286647879609
B11000014,16,374.1967213114754,44.336147657087196
B11000014,17,374.11475409836066,45.43166970321318
B11000014,18,360.3606557377049,40.177121510832194
B11000014,19,364.3606557377049,38.788758159585896
B11000014,20,368.24590163934425,38.73613977399095
B11000014,21,346.60655737704917,37.84674300761101
B11000014,22,330.39344262295083,32.513729760684484
B11000014,23,259.95081967213116,21.718215265461843
B11000014,24,146.44262295081967,18.55669204551639
B11000015,1,101.40983606557377,8.556434321959758
B11000015,2,94.85245901639344,7.719749705730471
B11000015,3,86.77049180327869,7.50420647064687
B11000015,4,90.08196721311475,8.173728406643676
B11000015,5,88.88524590163935,9.453567863785146
B11000015,6,91.45901639344262,8.474616550798043
B11000015,7,118.32786885245902,11.439290932972215
B11000015,8,163.72131147540983,11.19543232385569
B11000015,9,178.29508196721312,14.131931057355045
B11000015,10,285.04918032786884,16.267991301436282
B11000015,11,291.0,18.786519989964436
B11000015,12,291.9836065573771,20.109277960913705
B11000015,13,302.42622950819674,22.930662889381285
B11000015,14,299.7049180327869,22.92767197245509
B11000015,15,292.72131147540983,23.503284272303297
B11000015,16,299.0655737704918,22.98323218671895
B11000015,17,302.0655737704918,23.881561124613143
B11000015,18,298.4918032786885,23.2591365208167
B11000015,19,293.7704918032787,21.95327875483368
B11000015,20,291.6885245901639,20.96468537295242
B11000015,21,279.40983606557376,21.499904689075816
B11000015,22,259.59016393442624,19.24870302919163
B11000015,23,224.95081967213116,17.227329285671065
B11000015,24,130.50819672131146,9.817710104397515
B11000016,1,93.88524590163935,10.75344651829626
B11000016,2,95.57377049180327,9.24023631803401
B11000016,3,93.67213114754098,9.962799659191202
B11000016,4,93.18032786885246,9.987505856020498
B11000016,5,92.68852459016394,9.979213368475087
B11000016,6,83.95081967213115,8.88524287701842
B11000016,7,132.65573770491804,13.326521483995288
B11000016,8,178.47540983606558,20.654786819990054
B11000016,9,195.5737704918033,21.356075651044005
B11000016,10,265.73770491803276,21.733922517073214
B11000016,11,272.6393442622951,24.24460956369838
B11000016,12,267.2295081967213,22.29154805647419
B11000016,13,275.0655737704918,25.71437266877483
B11000016,14,282.04918032786884,21.50691844462164
B11000016,15,276.8688524590164,23.0734157345895
B11000016,16,273.655737704918,24.895705952300048
B11000016,17,275.3606557377049,25.957036802432622
B11000016,18,267.91803278688525,25.63610415148085
B11000016,19,271.27868852459017,26.439951555389925
B11000016,20,268.5409836065574,23.039512270945757
B11000016,21,264.6885245901639,24.51294962776924
