"ファイル名","所在地","業種","延床面積","建築区分","契約電力"
"G18000673.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000679.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000680.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000681.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000684.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000685.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000686.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000687.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000698.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000699.csv","関東","卸売業，小売業","中規模","1棟","低圧"
"G18000712.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G18000717.csv","関東","製造業","大規模","1棟","高圧小口"
"G18000727.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000734.csv","関東","医療，福祉","大規模","1棟","高圧"
"G18000737.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000752.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000753.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000758.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000761.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000774.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000778.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000794.csv","関東","医療，福祉","大規模","1棟","高圧"
"G18000809.csv","関東","卸売業，小売業","大規模","テナント","高圧"
"G18000828.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G18000834.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000835.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000850.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000851.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧"
"G18000852.csv","関東","卸売業，小売業","大規模","テナント","高圧"
"G18000853.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000858.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000860.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G18000866.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G18000869.csv","関東","生活関連サービス業，娯楽業","中規模","1棟","高圧小口"
"G18000872.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000337.csv","関東","製造業","中規模","1棟","高圧小口"
"G19000347.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G19000348.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000349.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000350.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000351.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000352.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000354.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000355.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G19000363.csv","関東","卸売業，小売業","中規模","テナント","高圧小口"
"G19000383.csv","関東","生活関連サービス業，娯楽業","中規模","テナント","高圧小口"
"G19000385.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000392.csv","関東","卸売業，小売業","中規模","テナント","高圧小口"
"G19000393.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000395.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000397.csv","関東","製造業","大規模","1棟","高圧"
"G19000401.csv","関東","教育，学習支援業","大規模","1棟","高圧小口"
"G19000407.csv","関東","製造業","大規模","1棟","高圧小口"
"G19000409.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧小口"
"G19000410.csv","関東","製造業","中規模","1棟","高圧小口"
"G19000411.csv","関東","製造業","大規模","1棟","高圧小口"
"G19000415.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000417.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000419.csv","関東","製造業","大規模","1棟","高圧小口"
"G19000423.csv","関東","サービス業（他に分類されないもの）","大規模","1棟","高圧小口"
"G19000426.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000427.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000428.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000429.csv","関東","卸売業，小売業","大規模","1棟","高圧"
"G19000432.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000433.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000434.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000438.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000439.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000440.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000441.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000442.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000443.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000449.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧小口"
"G19000452.csv","関東","製造業","中規模","1棟","高圧小口"
"G19000453.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G19000469.csv","関東","卸売業，小売業","中規模","テナント","高圧小口"
"G19000474.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000475.csv","関東","製造業","中規模","1棟","高圧小口"
"G19000476.csv","関東","教育，学習支援業","大規模","1棟","高圧小口"
"G19000479.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000482.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000484.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000489.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000492.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧小口"
"G19000496.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G19000498.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000509.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000511.csv","関東","サービス業（他に分類されないもの）","大規模","1棟","高圧小口"
"G19000524.csv","関東","生活関連サービス業，娯楽業","中規模","テナント","高圧小口"
"G19000528.csv","関東","医療，福祉","大規模","1棟","高圧小口"
"G19000529.csv","関東","製造業","大規模","1棟","高圧小口"
"G19000551.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000562.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000588.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000605.csv","関東","卸売業，小売業","大規模","1棟","高圧"
"G19000606.csv","関東","卸売業，小売業","大規模","1棟","高圧"
"G19000615.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000617.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000618.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000623.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000625.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000635.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000636.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000638.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000642.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000657.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000661.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000663.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000664.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000665.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000673.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000679.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000680.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000681.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000684.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000685.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000686.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000687.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000698.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000699.csv","関東","卸売業，小売業","中規模","1棟","低圧"
"G19000712.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G19000717.csv","関東","製造業","大規模","1棟","高圧小口"
"G19000727.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000734.csv","関東","医療，福祉","大規模","1棟","高圧"
"G19000737.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000749.csv","関東","卸売業，小売業","中規模","テナント","高圧小口"
"G19000752.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000753.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000758.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000761.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000774.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000778.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000794.csv","関東","医療，福祉","大規模","1棟","高圧"
"G19000809.csv","関東","卸売業，小売業","大規模","テナント","高圧"
"G19000828.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G19000834.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000835.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000850.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000851.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧"
"G19000852.csv","関東","卸売業，小売業","大規模","テナント","高圧"
"G19000853.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000858.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000860.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000866.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000869.csv","関東","生活関連サービス業，娯楽業","中規模","1棟","高圧小口"
"G19000872.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000885.csv","関東","製造業","大規模","1棟","高圧"
"G19000890.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧"
"G19000892.csv","関東","製造業","大規模","1棟","特別高圧"
"G19000895.csv","関東","製造業","大規模","1棟","高圧"
"G19000899.csv","関東","製造業","大規模","1棟","特別高圧"
"G19000906.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000907.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000912.csv","関東","卸売業，小売業","中規模","テナント","高圧小口"
"G19000914.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000915.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000934.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000935.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000938.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000941.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000945.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000947.csv","関東","卸売業，小売業","大規模","1棟","高圧"
"G19000967.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19000969.csv","関東","生活関連サービス業，娯楽業","中規模","1棟","高圧小口"
"G19000970.csv","関東","生活関連サービス業，娯楽業","大規模","1棟","高圧小口"
"G19000975.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19000993.csv","関東","製造業","中規模","1棟","高圧小口"
"G19001009.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19001012.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19001013.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19001016.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19001022.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19001023.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19001024.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19001025.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G19001028.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G19001032.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000712.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G20000717.csv","関東","製造業","大規模","1棟","高圧小口"
"G20000727.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000734.csv","関東","医療，福祉","大規模","1棟","高圧"
"G20000737.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000749.csv","関東","卸売業，小売業","中規模","テナント","高圧小口"
"G20000752.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000753.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000758.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000761.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000794.csv","関東","医療，福祉","大規模","1棟","高圧"
"G20000809.csv","関東","卸売業，小売業","大規模","テナント","高圧"
"G20000828.csv","関東","運輸業，郵便業","大規模","1棟","高圧小口"
"G20000834.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000850.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000851.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧"
"G20000852.csv","関東","卸売業，小売業","大規模","テナント","高圧"
"G20000853.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000858.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000860.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000866.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000869.csv","関東","生活関連サービス業，娯楽業","中規模","1棟","高圧小口"
"G20000872.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000885.csv","関東","製造業","大規模","1棟","高圧"
"G20000887.csv","関東","製造業","大規模","1棟","特別高圧"
"G20000890.csv","関東","不動産業，物品賃貸業","大規模","1棟","高圧"
"G20000892.csv","関東","製造業","大規模","1棟","特別高圧"
"G20000895.csv","関東","製造業","大規模","1棟","高圧"
"G20000899.csv","関東","製造業","大規模","1棟","特別高圧"
"G20000906.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000907.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000912.csv","関東","卸売業，小売業","中規模","テナント","高圧小口"
"G20000914.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000915.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000934.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000935.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000938.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000941.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000943.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000945.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000947.csv","関東","卸売業，小売業","大規模","1棟","高圧"
"G20000967.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20000969.csv","関東","生活関連サービス業，娯楽業","中規模","1棟","高圧小口"
"G20000970.csv","関東","生活関連サービス業，娯楽業","大規模","1棟","高圧小口"
"G20000975.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20000993.csv","関東","製造業","中規模","1棟","高圧小口"
"G20001009.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20001012.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20001013.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20001016.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20001022.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20001023.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20001024.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20001025.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20001028.csv","関東","卸売業，小売業","大規模","1棟","高圧小口"
"G20001032.csv","関東","卸売業，小売業","中規模","1棟","高圧小口"
"G20001059.csv","関東","製造業","大規模","1棟","高圧"
